Player,Pos,Age,Team,Games,Gms_started,MinPerG,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP,Intercept,mvp score
Precious Achiuwa\achiupr01,C,22,TOR,21,17,26.5,3.4,8.8,0.386,0.3,1.2,0.269,3,7.5,0.405,0.405,0.9,1.7,0.543,2.3,5.9,8.2,1.6,0.5,0.6,1.1,2.5,8,10.4,0.421,0.141,0.19,9,25.6,16.8,8.6,1,2.1,10.3,17.2,-0.2,0.6,0.4,0.032,-3.5,-1.2,-4.7,-0.4,1,
Steven Adams\adamsst01,C,28,MEM,27,27,24.9,2.6,4.9,0.527,0,0,,2.6,4.9,0.527,0.527,1.9,3,0.61,3.9,4.9,8.7,2.7,0.8,0.7,1.7,1.7,7,16.7,0.563,0,0.626,16.2,21.4,18.8,14.3,1.6,2.5,22,13.4,1.1,0.6,1.7,0.122,0.2,-1.2,-1.1,0.2,1,
LaMarcus Aldridge\aldrila01,C,36,BRK,25,8,23.6,6,10.4,0.573,0.4,1.2,0.367,5.5,9.2,0.6,0.594,1.6,1.9,0.833,1.4,4.3,5.7,0.9,0.4,1.2,0.8,1.7,14,21.5,0.621,0.115,0.185,6.6,18.4,12.8,6.7,0.8,4.4,6.3,22.3,1.4,0.8,2.3,0.187,2.1,-0.6,1.6,0.5,1,
Nickeil Alexander-Walker\alexani01,SG,23,NOP,29,18,28.4,5.1,13.9,0.367,2.1,6.7,0.311,3,7.2,0.419,0.442,1.4,1.8,0.769,1,2.8,3.9,2.6,1,0.4,1.5,1.9,13.7,11.5,0.465,0.479,0.129,3.8,11.1,7.3,14.8,1.7,1.2,9.2,24.2,-0.3,0.4,0.1,0.005,-1.3,-2,-3.3,-0.3,1,
Grayson Allen\allengr01,SG,26,MIL,27,27,28.7,4.5,10,0.448,3,7.1,0.417,1.5,2.9,0.526,0.596,1.1,1.3,0.853,0.5,3.1,3.6,1.3,0.7,0.3,0.7,1.4,13,14.3,0.616,0.711,0.126,1.8,11.2,6.6,6.7,1.1,1,5.9,16.8,1.5,0.7,2.2,0.139,1.8,-1.2,0.6,0.5,1,
Jarrett Allen\allenja01,C,23,CLE,25,25,33.3,7,10,0.707,0,0.2,0.167,7,9.7,0.72,0.709,3.2,4.5,0.708,3.2,8,11.2,1.8,1,1.4,2,1.8,17.3,24.4,0.725,0.024,0.454,10.6,25.5,18.3,9.2,1.4,3.6,14.1,18.2,2.8,1.6,4.4,0.256,3,1.6,4.6,1.4,1,
Kyle Anderson\anderky01,PF,28,MEM,23,3,21.7,3.2,7.3,0.443,0.8,2.3,0.358,2.4,5,0.482,0.5,0.9,1.4,0.636,1,4.2,5.3,2.5,0.9,0.6,1,1.5,8.2,15.1,0.518,0.317,0.198,5,21.2,13,16.2,2,2.4,11.2,17.2,0.5,0.5,1,0.099,-0.1,-0.3,-0.4,0.2,1,
Giannis Antetokounmpo\antetgi01,PF,27,MIL,25,25,32.6,9.6,18.2,0.531,1.1,3.9,0.289,8.5,14.3,0.597,0.562,6.9,10.2,0.678,2.1,9.6,11.7,5.9,1.1,1.6,3.3,3.1,27.3,31.1,0.603,0.214,0.562,6.8,30.1,18.8,33.7,1.7,5,12.7,34,3.2,1.6,4.8,0.283,7,3.2,10.1,2.5,1,
Carmelo Anthony\anthoca01,PF,37,LAL,28,3,27.7,4.5,10.5,0.432,2.4,5.9,0.412,2.1,4.6,0.457,0.548,2,2.5,0.814,0.8,3.3,4.1,0.9,0.7,0.6,0.8,2.4,13.5,14.3,0.583,0.561,0.238,3.2,12.1,7.7,4.7,1.2,2,6.6,19.2,1.2,0.7,1.9,0.117,0.7,-1.7,-1,0.2,1,
Cole Anthony\anthoco01,PG,21,ORL,22,22,34.1,7,16.6,0.425,2.9,7.7,0.376,4.1,8.9,0.467,0.512,3.5,4,0.874,0.5,5.6,6.1,5.6,0.9,0.2,3,2.5,20.5,17.3,0.558,0.466,0.238,1.7,17.5,9.5,29.3,1.2,0.5,13.9,26.8,0.9,0.3,1.2,0.078,2.3,-1.7,0.7,0.5,1,
D.J. Augustin\augusdj01,PG,34,HOU,22,1,13.8,1.3,3.2,0.414,0.9,2.2,0.408,0.4,1,0.429,0.557,0.7,0.8,0.889,0.1,0.9,1,2.5,0.2,0,1.3,0.6,4.3,9.5,0.603,0.7,0.257,1.1,7,4.1,25.6,0.8,0,27.1,15,0.2,0.1,0.2,0.036,-1.9,-2.8,-4.7,-0.2,1,
Deni Avdija\avdijde01,SF,21,WAS,27,1,21.4,2.3,5.4,0.422,0.8,2.5,0.309,1.5,2.9,0.519,0.493,0.8,1.2,0.656,0.9,4,4.9,1.2,0.5,0.8,0.5,2.1,6.1,11.5,0.515,0.463,0.218,4.5,19.8,12.4,7.9,1.2,3,8,13.6,0.4,0.7,1,0.085,-1.8,0.8,-0.9,0.2,1,
LaMelo Ball\ballla01,PG,20,CHO,24,24,33.3,7.3,17.3,0.418,2.9,7.5,0.391,4.3,9.9,0.439,0.502,2.6,2.9,0.9,1.5,6.2,7.7,8.3,1.9,0.4,3.3,3.1,20,21.2,0.538,0.43,0.168,4.8,20.4,12.3,37.3,2.7,1.2,14.9,27.8,1.5,0.6,2.1,0.126,3.7,0.1,3.8,1.2,1,
Lonzo Ball\balllo01,PG,24,CHI,27,27,35.5,4.6,11.2,0.413,3.1,7.3,0.421,1.6,3.9,0.396,0.55,0.4,0.6,0.706,1,4.5,5.5,4.9,1.7,1,2.5,2.3,12.8,13.7,0.556,0.65,0.056,3.1,13.9,8.5,19.5,2.3,2.5,18,17.3,0.5,1.3,1.8,0.091,0.8,0.7,1.5,0.9,1,
Mo Bamba\bambamo01,C,23,ORL,27,27,28.7,4.2,9.1,0.457,1.3,4,0.324,2.9,5.1,0.561,0.528,0.7,0.9,0.72,2.3,6.3,8.6,1.7,0.7,2.2,1.4,2.6,10.3,15.9,0.541,0.437,0.101,8.5,23.4,15.9,9.5,1.3,7.2,12.8,16.4,0.5,0.9,1.4,0.09,-0.2,0.1,-0.1,0.4,1,
Desmond Bane\banede01,SF,23,MEM,27,27,29.1,6.3,13.5,0.463,2.6,6.6,0.399,3.6,6.9,0.524,0.56,1.3,1.4,0.919,0.5,3.7,4.3,2.1,1,0.4,1.5,2.5,16.4,16,0.581,0.488,0.101,1.9,14,7.8,11,1.6,1.3,9.5,22.5,1.2,0.5,1.7,0.103,1.4,-1.8,-0.4,0.3,1,
Dalano Banton\bantoda01,SF,22,TOR,26,0,12.8,1.6,3.6,0.452,0.2,0.8,0.3,1.4,2.8,0.493,0.484,0.7,0.9,0.75,0.7,1.7,2.3,1.6,0.4,0.2,1,1.4,4.2,11.4,0.521,0.215,0.258,5.2,15.2,9.9,18.3,1.7,1.5,20.7,16.9,0.1,0.3,0.3,0.05,-2.7,-0.3,-2.9,-0.1,1,
Harrison Barnes\barneha02,PF,29,SAC,22,22,33.9,5.5,11.8,0.465,1.9,4.7,0.394,3.6,7.1,0.513,0.544,5.2,6.2,0.838,1.4,5.4,6.8,2.4,1,0.1,2,1.4,18,17.9,0.621,0.4,0.523,4.4,16.7,10.5,10.2,1.3,0.3,12.1,20.6,1.8,0.4,2.1,0.138,2.8,-1.6,1.2,0.6,1,
Scottie Barnes\barnesc01,PF,20,TOR,24,24,36,6.2,12.7,0.489,0.7,2.1,0.34,5.5,10.6,0.518,0.516,2,2.7,0.723,2.9,5.4,8.3,3.3,1.2,0.9,2,2.8,15.1,16.9,0.543,0.164,0.213,8.3,17.3,12.5,14.2,1.7,2.4,12.3,18.9,1.3,0.9,2.1,0.118,0.5,-0.1,0.3,0.5,1,
RJ Barrett\barrerj01,SF,21,NYK,25,25,31.4,5.4,13.3,0.402,1.9,5.3,0.353,3.5,8,0.435,0.473,2.5,3.4,0.733,0.8,4.8,5.6,2.1,0.4,0.3,1.7,2,15.1,12,0.51,0.399,0.258,2.7,16.5,9.6,10.7,0.7,0.8,10.2,23.1,0.1,0.4,0.5,0.033,-1.2,-2.1,-3.2,-0.2,1,
Will Barton\bartowi01,SG,31,DEN,23,23,33.8,6.3,14.3,0.445,2.6,6.7,0.392,3.7,7.6,0.491,0.537,1,1.4,0.727,0.6,4.5,5.1,4.2,0.9,0.4,1.8,1.4,16.3,15.5,0.549,0.466,0.101,2,14.8,8.4,19.3,1.4,1.2,10.9,22.2,0.7,0.7,1.3,0.083,1.5,-0.8,0.7,0.5,1,
Darius Bazley\bazleda01,PF,21,OKC,26,26,27.6,3.3,8.8,0.376,1,3.6,0.287,2.3,5.2,0.437,0.434,1.1,1.8,0.63,0.9,5.6,6.5,1.3,0.9,1.2,1.4,0.9,8.8,10.3,0.457,0.41,0.201,3.2,21.1,12,7.7,1.6,4.1,12.9,17.3,-0.8,0.9,0.1,0.004,-3.3,-0.1,-3.3,-0.2,1,
Bradley Beal\bealbr01,SG,28,WAS,24,24,35.9,8.6,19.5,0.442,1.5,5.5,0.263,7.2,14,0.513,0.48,3.8,4.5,0.85,1,3.8,4.8,5.7,0.9,0.3,3.5,2.2,22.5,16.7,0.524,0.284,0.229,3,11.1,7.2,27.8,1.2,0.7,14,31.1,0.2,0.5,0.8,0.043,0.8,-1.6,-0.8,0.3,1,
Malik Beasley\beaslma01,SG,25,MIN,27,0,25.7,3.9,10.9,0.362,2.7,8,0.343,1.2,2.9,0.416,0.488,0.6,0.8,0.727,0.4,2.8,3.1,1.6,0.6,0.1,0.7,1.2,11.2,10.4,0.499,0.737,0.075,1.4,11.9,6.4,9.5,1,0.6,5.6,19.2,0.4,0.4,0.8,0.053,-0.8,-1.5,-2.3,0,1,
DeAndre' Bembry\bembrde01,SF,27,BRK,26,11,19.6,2.4,4.3,0.568,0.3,0.8,0.409,2.1,3.4,0.607,0.608,0.4,0.8,0.476,0.7,2.5,3.3,1.1,0.9,0.5,0.7,2.3,5.6,11.6,0.603,0.198,0.189,4.1,13.2,8.9,8,2.2,2.3,13.6,12,0.4,0.7,1.2,0.112,-2.6,1.3,-1.3,0.1,1,
Saddiq Bey\beysa01,SF,22,DET,26,26,31.7,4.3,12.6,0.345,1.8,6.1,0.296,2.5,6.5,0.391,0.416,1.4,1.9,0.735,1.8,4,5.8,2.3,1,0.2,1.4,1.7,11.9,9.8,0.442,0.485,0.149,5.7,15,10,12.2,1.6,0.4,9.3,20.1,-0.6,0.5,-0.1,-0.005,-2.1,-2.1,-4.2,-0.5,1,
Nemanja Bjelica\bjeline01,C,33,GSW,26,0,14.3,2.3,5.2,0.455,0.9,2.5,0.354,1.5,2.7,0.551,0.541,0.8,1.2,0.71,0.9,3,3.9,1.5,0.7,0.3,1.2,1.4,6.4,15.9,0.566,0.485,0.231,7.3,21.9,14.9,15.7,2.5,2.4,17.4,20.6,0.3,0.9,1.2,0.152,-0.4,1.3,0.8,0.3,1,
Eric Bledsoe\bledser01,PG,32,LAC,27,22,26.3,3.3,8.2,0.405,0.8,2.9,0.282,2.5,5.3,0.472,0.455,1.6,1.9,0.827,0.7,3.2,3.9,3.5,1.3,0.4,1.9,1.6,9.1,11.9,0.5,0.351,0.234,2.9,12.8,7.9,19.5,2.4,1.3,17.5,18.2,-0.1,1.1,1,0.067,-2.6,1.2,-1.4,0.1,1,
Bojan Bogdanović\bogdabo02,PF,32,UTA,26,26,29.9,5.7,12.1,0.467,2.5,6.1,0.403,3.2,6,0.532,0.568,3.1,3.3,0.92,0.8,3.1,3.9,1.7,0.4,0,1.5,1.4,16.8,16.8,0.62,0.505,0.276,3,10.8,7.1,8.6,0.7,0.1,9.7,21.9,2,0.6,2.6,0.162,2.2,-1.5,0.7,0.5,1,
Devin Booker\bookede01,SG,25,PHO,21,21,32.2,8.6,18.7,0.458,2.4,5.9,0.403,6.2,12.8,0.483,0.522,3.7,4.3,0.857,0.9,4,4.9,4.5,0.9,0.2,2.7,2.3,23.2,19.6,0.563,0.316,0.232,2.9,12.8,8,22.7,1.3,0.6,11.6,31.4,0.9,0.9,1.8,0.131,2.2,-1.1,1.1,0.5,1,
Chris Boucher\bouchch01,PF,29,TOR,24,2,14.6,2.5,6.3,0.404,0.5,2.5,0.186,2.1,3.8,0.543,0.44,1.3,1.8,0.714,1.7,2.6,4.3,0.3,0.5,0.8,0.6,1.6,6.8,16.4,0.481,0.391,0.278,11.7,20.3,15.8,3.1,1.6,5.7,7.6,22.5,0.2,0.5,0.7,0.094,-1.6,-0.9,-2.5,0,1,
Avery Bradley\bradlav01,SG,31,LAL,25,20,23,2.2,5.5,0.409,1.3,3.2,0.413,0.9,2.3,0.404,0.529,0.1,0.1,1,0.5,2,2.5,0.7,0.8,0.2,0.6,1.5,5.9,7.7,0.533,0.584,0.015,2.3,9.1,5.8,4.1,1.7,0.9,9.2,11.3,0.1,0.5,0.6,0.051,-3,-0.5,-3.6,-0.2,1,
Tony Bradley\bradlto01,C,24,CHI,21,7,12.6,1.6,2.9,0.557,0,0,,1.6,2.9,0.557,0.557,0.2,0.3,0.714,1.5,3,4.5,0.5,0,0.6,0.7,1.3,3.5,13.2,0.57,0,0.115,13.2,25.7,19.4,5.3,0.2,4,19,13.1,0.2,0.4,0.6,0.109,-2.1,-0.3,-2.3,0,1,
Mikal Bridges\bridgmi01,SF,25,PHO,25,25,34.7,5,9.2,0.539,1.3,3,0.421,3.7,6.2,0.597,0.609,1,1.2,0.862,0.9,3.1,4,1.8,1.4,0.6,0.8,2.2,12.2,13.6,0.628,0.33,0.126,2.9,9,6,7.2,2,1.4,7.6,13.1,1.4,1.2,2.7,0.148,-0.2,0.7,0.6,0.6,1,
Miles Bridges\bridgmi02,PF,23,CHO,28,28,37,7.5,16,0.472,2.1,6.4,0.331,5.4,9.6,0.565,0.538,3.1,4,0.77,1.2,6,7.2,3.5,1.2,0.9,2,2.8,20.3,17.4,0.572,0.398,0.253,3.3,17.9,10.3,13.9,1.5,2.2,10,22.5,1.7,0.5,2.2,0.1,1.5,-1.1,0.4,0.6,1,
Malcolm Brogdon\brogdma01,PG,29,IND,23,23,35.5,7.1,15.8,0.448,1.8,6,0.304,5.3,9.8,0.535,0.505,3.9,4.5,0.874,0.9,4.6,5.5,6.2,0.9,0.5,2.3,2.2,19.9,19.1,0.559,0.379,0.283,2.9,14,8.6,27.2,1.3,1.2,11.7,24.8,1.8,0.7,2.5,0.149,3.2,-0.3,3,1,1,
Armoni Brooks\brookar01,SG,23,HOU,22,2,15.6,2.4,6,0.391,1.7,4.9,0.343,0.7,1.1,0.6,0.53,0.6,0.7,0.867,0.3,1.6,2,1.2,0.5,0.2,0.4,1.4,7,13.4,0.552,0.812,0.113,2.2,11.1,6.7,12.2,1.7,1.4,5.4,18.2,0.5,0.2,0.7,0.099,-0.1,-0.4,-0.5,0.1,1,
Bruce Brown\brownbr01,SF,25,BRK,24,14,22.5,3,6.4,0.468,0.3,1,0.32,2.7,5.4,0.496,0.494,0.5,0.7,0.765,1.4,2.9,4.3,1.1,1.3,0.4,0.6,2.5,6.9,12,0.511,0.162,0.11,7,13,10.1,7.1,2.7,1.7,8.5,14.3,0.3,0.8,1.2,0.103,-2.9,1.2,-1.8,0,1,
Jalen Brunson\brunsja01,PG,25,DAL,25,7,29.2,5.7,11.7,0.488,1,3,0.32,4.8,8.7,0.546,0.529,2,2.6,0.773,0.7,3.5,4.2,4.7,0.8,0,1.4,1.8,14.4,17.7,0.56,0.256,0.225,2.4,13.4,7.7,26.6,1.3,0.1,10.1,21.8,1.4,0.6,2,0.134,1.2,-0.9,0.3,0.4,1,
Reggie Bullock\bullore01,SF,30,DAL,25,9,23.7,2.1,6,0.356,1.2,4.4,0.275,0.9,1.6,0.575,0.456,0.3,0.4,0.7,0.2,2.4,2.7,0.8,0.3,0.1,0.6,1.4,5.7,4.9,0.466,0.732,0.067,1,11.6,6.1,4.5,0.6,0.4,8.9,12.7,-0.4,0.4,0,0,-4.2,-2.1,-6.3,-0.6,1,
Alec Burks\burksal01,SG,30,NYK,26,7,25.3,3.5,8.7,0.404,2,4.7,0.415,1.5,3.9,0.392,0.518,2.4,2.9,0.816,0.4,3.5,3.8,2.1,1.2,0.3,0.8,2.1,11.3,15.6,0.571,0.547,0.338,1.6,14.6,8.1,12.6,2.4,1.1,7.5,18.7,1.2,0.6,1.8,0.134,0.6,0.8,1.3,0.6,1,
Kentavious Caldwell-Pope\caldwke01,SG,28,WAS,27,27,29.1,3.9,9.1,0.421,2,5.1,0.399,1.8,4,0.45,0.532,1.3,1.4,0.895,0.6,3,3.5,1.7,1.3,0.3,1.3,1.8,11,12.1,0.563,0.559,0.154,2.2,10.7,6.6,8.4,2.2,0.8,11.4,17,0.5,0.7,1.2,0.072,-1.1,0.5,-0.6,0.3,1,
Facundo Campazzo\campafa01,PG,30,DEN,25,0,19.6,2,4.9,0.418,1.2,3.1,0.385,0.8,1.8,0.477,0.541,0.8,1,0.833,0.4,1.3,1.7,2.8,0.9,0.3,1,1.8,6.1,12.5,0.573,0.639,0.197,2.3,7.5,4.9,19.5,2.3,1.3,15.9,14.4,0.6,0.4,1,0.102,-1.4,0.4,-1,0.1,1,
Clint Capela\capelca01,C,27,ATL,26,26,30,5.2,9,0.573,0,0,0,5.2,9,0.575,0.573,1.2,2.3,0.508,4.1,8.7,12.8,1.3,0.9,1.5,0.7,2.4,11.5,21.2,0.573,0.004,0.261,14.8,30.6,22.8,6.3,1.5,4.4,6.1,15.5,2.1,1.1,3.2,0.195,1.6,-0.2,1.5,0.7,1,
Jevon Carter\carteje01,PG,26,BRK,27,1,11.7,0.8,2.8,0.276,0.7,2.2,0.305,0.1,0.6,0.176,0.395,0.1,0.1,0.75,0.1,1.3,1.5,1.1,0.3,0.3,0.4,1.1,2.3,5.2,0.405,0.776,0.053,1.4,11.6,6.7,11.9,1.4,2,12.4,12.3,-0.3,0.4,0.1,0.012,-5.1,0.2,-4.9,-0.2,1,
Wendell Carter Jr.\cartewe01,C,22,ORL,28,28,29.4,5.1,10,0.509,1.4,3.9,0.352,3.7,6.1,0.608,0.577,1.6,2.2,0.71,2.1,7.9,10,2.5,0.6,0.6,1.5,2.6,13.1,17.9,0.597,0.387,0.222,7.5,28.6,17.9,14.4,1.1,2,12.1,18.2,1.5,0.7,2.2,0.13,1.7,-0.4,1.3,0.7,1,
Alex Caruso\carusal01,SG,27,CHI,24,7,28.5,2.8,6.3,0.441,1,3,0.347,1.8,3.3,0.525,0.523,1.8,2,0.857,0.9,2.7,3.6,4.1,2.2,0.4,1.5,2.7,8.4,14.5,0.579,0.474,0.322,3.5,10.4,7,19.4,3.7,1.2,17.2,13.4,1,1.1,2,0.142,-1.1,2.4,1.2,0.6,1,
Jordan Clarkson\clarkjo01,SG,29,UTA,26,0,24.8,5.2,14,0.374,2.7,8.9,0.299,2.6,5.1,0.504,0.468,1.5,1.8,0.813,0.7,2.4,3.1,2.1,0.7,0.2,1.2,1.6,14.6,13.8,0.493,0.635,0.132,3.2,10.1,6.9,12.8,1.3,0.8,7.7,28.1,0.3,0.6,1,0.072,-0.4,-2,-2.3,-0.1,1,
John Collins\collijo01,PF,24,ATL,26,26,32.5,6.5,11.7,0.559,1.2,3.1,0.4,5.3,8.6,0.616,0.612,2.8,3.6,0.774,1.7,6.1,7.8,2.2,0.8,1.3,1,2.9,17.1,21.3,0.644,0.263,0.306,5.7,19.7,12.8,10.3,1.2,3.6,7.3,19.2,2.7,0.8,3.5,0.201,2.7,0.3,2.9,1.1,1,
Mike Conley\conlemi01,PG,34,UTA,24,24,28,5,10,0.498,2.6,5.6,0.463,2.4,4.4,0.543,0.628,1.3,1.5,0.833,0.3,1.8,2,5.5,1.2,0.3,1.8,2,13.8,19.2,0.647,0.561,0.151,1.2,6.5,4,28.4,2,0.9,14.4,19.3,2.3,0.7,3,0.215,3.4,0.3,3.6,1,1,
Pat Connaughton\connapa01,SG,29,MIL,28,10,28.8,4.4,8.8,0.498,2.7,6.3,0.429,1.6,2.4,0.676,0.653,0.7,1,0.741,0.8,3.8,4.6,1.3,1,0.4,0.8,1.4,12.1,15.8,0.662,0.722,0.11,3.1,13.5,8.4,6.5,1.7,1.2,7.6,14.7,1.8,1,2.8,0.164,2.1,-0.1,2,0.8,1,
Robert Covington\covinro01,PF,31,POR,27,26,27.1,2.4,6.2,0.387,1.6,4.6,0.341,0.9,1.7,0.511,0.512,0.1,0.1,1,0.5,4.2,4.7,1.2,1.2,1.1,1,2.3,6.5,9.1,0.517,0.732,0.018,2.1,17.3,9.6,6.1,2.1,3.8,14.2,11.7,-0.1,0.6,0.5,0.034,-2.5,0.8,-1.7,0.1,1,
Torrey Craig\craigto01,SF,31,IND,27,1,14.8,1.9,4,0.481,0.5,2,0.264,1.4,2,0.691,0.546,0.6,0.8,0.773,1.1,2,3.1,0.9,0.4,0.3,0.6,1.5,5,13.4,0.574,0.491,0.204,8.7,14.6,11.7,8.1,1.4,1.5,11.3,14.5,0.6,0.4,1,0.121,-0.3,-0.2,-0.5,0.2,1,
Jae Crowder\crowdja01,PF,31,PHO,25,25,28,3.2,8.2,0.397,2,5.6,0.348,1.3,2.5,0.508,0.517,1.1,1.4,0.771,0.5,4.4,4.9,1.4,1.3,0.5,0.9,2.2,9.5,11.1,0.542,0.691,0.172,1.9,16.1,9.2,6.5,2.2,1.5,9.1,14.9,0.3,1.2,1.5,0.105,-1.4,1.2,-0.1,0.3,1,
Cade Cunningham\cunnica01,PG,20,DET,21,21,32.1,5.8,15.2,0.382,2.3,7.2,0.322,3.5,8,0.437,0.459,1.8,2.2,0.826,1,5.2,6.2,4.6,1.4,0.6,3.9,2.5,15.8,11.9,0.488,0.476,0.144,3.3,19,10.6,25.4,2.2,1.6,19.3,26.8,-1.1,0.7,-0.5,-0.032,-2,-0.4,-2.4,-0.1,1,
Seth Curry\curryse01,SG,31,PHI,25,25,34.3,5.9,11.6,0.51,2.1,5.3,0.398,3.8,6.3,0.605,0.602,2,2.3,0.879,0.5,2.5,3,2.9,0.8,0.2,1.7,2.4,16,15.2,0.634,0.459,0.2,1.7,7.9,4.8,13.2,1.2,0.4,11.7,18.9,1.6,0.4,2,0.111,1,-1.9,-0.9,0.3,1,
Stephen Curry\curryst01,PG,33,GSW,25,25,34.2,8.8,20.3,0.433,5.4,13.4,0.404,3.4,7,0.489,0.566,4.1,4.4,0.927,0.7,4.9,5.6,6.3,1.7,0.4,3.1,1.8,27.1,24.6,0.608,0.657,0.217,2.4,14.9,8.9,31.1,2.4,1.3,12.3,31.9,2.6,1.7,4.4,0.245,7.5,0.8,8.3,2.2,1,
Anthony Davis\davisan02,C,28,LAL,25,25,35.8,9.6,18.3,0.523,0.4,2.1,0.192,9.2,16.2,0.565,0.534,4.5,6.2,0.723,3,7.2,10.2,3,1.3,2.2,2,2.3,24,24.8,0.571,0.114,0.339,8.9,20.6,14.9,14.3,1.7,5.5,8.9,27.5,2.1,1.4,3.6,0.19,2.9,0.2,3.1,1.2,1,
Dewayne Dedmon\dedmode01,C,32,MIA,27,9,16.1,2.3,4.1,0.559,0.3,0.5,0.692,2,3.6,0.541,0.599,1.1,1.4,0.789,1.9,4.1,6,0.7,0.4,0.5,0.9,2.1,6,17.2,0.638,0.117,0.342,13.2,28.5,21,6.2,1.2,3.3,15.8,15.5,0.9,0.7,1.6,0.182,-0.7,0,-0.7,0.2,1,
DeMar DeRozan\derozde01,PF,32,CHI,24,24,35.3,9.5,19,0.498,0.8,2.5,0.333,8.6,16.5,0.523,0.52,6.6,7.5,0.888,0.6,4.7,5.3,4.1,0.9,0.4,2,2.3,26.4,23.4,0.592,0.132,0.393,1.9,14.5,8.2,20.2,1.3,0.9,8.4,30.3,2.5,0.9,3.4,0.193,3.8,-0.9,2.9,1.1,1,
Gorgui Dieng\dienggo01,C,32,ATL,21,0,8.4,0.9,2.1,0.422,0.3,1,0.333,0.6,1.1,0.5,0.5,0.4,0.7,0.643,1,2.4,3.4,0.7,0.2,0.3,0.5,1.2,2.6,14.7,0.528,0.467,0.311,13,30.3,21.8,11.3,1.4,3.1,17.7,15.3,0.2,0.2,0.4,0.116,-2,0.2,-1.9,0,1,
Spencer Dinwiddie\dinwisp01,PG,28,WAS,23,23,29.7,4.6,11.7,0.392,1.8,5.3,0.339,2.8,6.4,0.435,0.468,2.4,2.8,0.859,0.7,4.1,4.8,5.3,0.4,0.2,1.5,2.3,13.3,14.7,0.517,0.451,0.239,2.6,14.6,8.8,27,0.7,0.5,10.6,21.7,0.9,0.4,1.3,0.09,0.9,-1.2,-0.3,0.3,1,
Luka Dončić\doncilu01,PG,22,DAL,21,21,35,9.5,21.3,0.447,2.7,8.3,0.326,6.8,13,0.526,0.511,3.9,5.5,0.698,0.8,7.2,8,8.5,1,0.5,4.6,2.5,25.6,22.1,0.54,0.391,0.26,2.4,23.2,12.3,45.7,1.5,1.3,16.2,36,0.6,0.9,1.5,0.097,4.4,-0.3,4.1,1.1,1,
Luguentz Dort\dortlu01,SF,22,OKC,25,25,32.2,5.8,13.7,0.423,2.5,7.5,0.332,3.3,6.2,0.532,0.513,2.9,3.4,0.837,0.7,3.1,3.8,1.8,0.8,0.4,1.6,2.8,17,13.9,0.557,0.545,0.251,2.2,10,6,10,1.3,1.1,9.5,22.7,0.7,0.4,1.1,0.067,-0.9,-1.4,-2.3,-0.1,1,
Ayo Dosunmu\dosunay01,SG,22,CHI,25,2,17.9,2.4,4.8,0.504,0.7,1.6,0.415,1.8,3.2,0.55,0.574,0.4,0.8,0.579,0.5,1.6,2.1,1.2,0.4,0.2,0.8,1.5,6,10.4,0.58,0.339,0.157,2.9,9.8,6.4,9.2,1.1,1,13.4,14.7,0.3,0.4,0.7,0.072,-1.9,-0.4,-2.3,0,1,
Andre Drummond\drumman01,C,28,PHI,26,10,20.2,2.6,5.2,0.5,0,0,0,2.6,5.1,0.504,0.5,1.2,2.1,0.564,3.2,6.5,9.7,2,1,1.1,1.7,2.6,6.3,18.9,0.521,0.007,0.41,17.4,35.4,26.5,14.3,2.5,4.9,22.1,17.6,0.5,1.1,1.5,0.142,-0.8,0.9,0.1,0.3,1,
Chris Duarte\duartch01,SG,24,IND,26,20,29.5,5.2,12.2,0.426,1.8,5.3,0.343,3.4,6.9,0.489,0.5,1.1,1.5,0.744,0.5,3.5,4,2.1,1.1,0.1,1.6,1.8,13.3,11.9,0.518,0.432,0.123,2,12.8,7.5,10.8,1.8,0.3,11.2,21.4,0,0.7,0.7,0.046,-1.3,-1,-2.3,-0.1,1,
Kevin Durant\duranke01,PF,33,BRK,25,25,36.5,10.6,20.1,0.529,1.8,4.8,0.383,8.8,15.3,0.574,0.575,6.3,7.2,0.877,0.5,7.1,7.6,5.6,0.7,0.8,3.2,1.8,29.4,26.1,0.632,0.239,0.356,1.5,19.7,11,28.1,0.9,2.1,12,31.7,3,1.2,4.2,0.222,6.3,0.6,6.9,2.1,1,
Anthony Edwards\edwaran01,SG,20,MIN,27,27,36,7.9,18.6,0.424,2.9,8.4,0.338,5,10.1,0.496,0.501,2.9,3.7,0.788,1.2,4.6,5.8,3.7,1.6,0.7,3.3,2.3,21.5,15.8,0.532,0.454,0.197,3.4,14,8.4,17.4,2.1,1.9,14,27.1,0.3,1,1.3,0.066,1.2,-0.6,0.5,0.6,1,
