Player,Pos,Age,Team,Games,Gms_started,MinPerG,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP,Intercept,
DeMarcus Cousins\couside01,C,30,LAC,10,0,13.1,3.2,6.4,0.5,0.6,1.4,0.429,2.6,5,0.52,0.547,1.2,1.9,0.632,1.8,3.2,5,1.2,0.4,0.4,1.9,2,8.2,18.5,0.567,0.219,0.297,15.8,26.8,21.4,14.6,1.5,2.7,20.8,30.9,0,0.2,0.2,0.068,-1,0.2,-0.8,0,1,
Robert Covington\covinro01,PF,30,POR,62,62,32.1,3,7.4,0.407,1.9,5.1,0.382,1.1,2.3,0.462,0.538,0.8,0.9,0.825,0.9,5.9,6.7,1.7,1.4,1.2,1,2.7,8.7,11.4,0.559,0.687,0.125,2.8,20.2,11.2,6.9,2.2,3.4,11.4,11.7,1.2,2,3.2,0.078,-1.4,1.2,-0.3,0.9,1,
Torrey Craig\craigto01,SF,30,TOT,42,4,15.1,2,4.1,0.491,0.7,1.9,0.38,1.3,2.2,0.585,0.578,0.3,0.4,0.722,1.1,2.7,3.8,0.9,0.6,0.5,0.5,1.5,5.1,14.7,0.589,0.457,0.104,8,19.4,13.8,7.9,1.8,3.3,10,13.8,0.9,1,1.9,0.144,0.1,1.3,1.4,0.5,1,
Torrey Craig\craigto01,SF,30,MIL,18,0,11.2,1,2.6,0.391,0.4,1.2,0.364,0.6,1.3,0.417,0.478,0.1,0.1,0.5,0.7,1.7,2.4,0.9,0.5,0.4,0.3,1.3,2.5,10.4,0.48,0.478,0.043,7.1,15.1,11.2,9.5,2.1,3.1,9.6,10.8,0.1,0.3,0.4,0.101,-1.9,1,-0.9,0.1,1,
Torrey Craig\craigto01,SF,30,PHO,24,4,18.1,2.8,5.3,0.528,0.9,2.4,0.386,1.9,2.9,0.643,0.614,0.5,0.7,0.75,1.3,3.5,4.8,1,0.6,0.7,0.6,1.6,7,16.7,0.627,0.449,0.126,8.4,21.4,15,7.2,1.7,3.3,10.1,15.2,0.8,0.7,1.5,0.164,1.1,1.4,2.5,0.5,1,
Jae Crowder\crowdja01,PF,30,PHO,55,39,27.4,3.3,8.1,0.401,2.4,6.2,0.381,0.9,1.9,0.467,0.547,0.9,1.2,0.761,0.5,4.3,4.8,2.1,0.8,0.4,0.9,2,9.8,11.6,0.567,0.765,0.15,2.3,17.3,9.9,10.2,1.4,1.4,9.9,15.6,1.2,1.9,3,0.097,-0.1,0.7,0.6,1,1,
Jarrett Culver\culveja01,SG,21,MIN,34,7,14.7,2,4.9,0.411,0.4,1.6,0.245,1.6,3.4,0.487,0.449,0.9,1.4,0.604,1,2.1,3.1,0.7,0.5,0.3,0.8,1.7,5.3,8.8,0.476,0.315,0.286,7.1,15.8,11.3,6.9,1.6,1.6,12.9,18.3,-0.4,0.3,-0.1,-0.008,-4.8,-1.8,-6.6,-0.6,1,
Seth Curry\curryse01,SG,30,PHI,51,51,28.7,4.5,9.8,0.456,2.1,4.8,0.437,2.3,4.9,0.474,0.564,1.3,1.4,0.901,0.2,2,2.2,2.7,0.8,0.2,1.2,1.6,12.3,12.3,0.591,0.496,0.143,0.8,7.6,4.2,13.4,1.3,0.5,10.2,17.2,1.8,1.5,3.3,0.108,-0.4,-1,-1.4,0.2,1,
Stephen Curry\curryst01,PG,32,GSW,56,56,34,10.2,21,0.486,5.2,12.2,0.426,5,8.8,0.568,0.609,5.6,6.2,0.916,0.4,5.1,5.5,5.8,1.2,0.1,3.4,1.8,31.3,26.1,0.658,0.58,0.293,1.4,15.8,8.6,30.6,1.6,0.3,12.4,34,5.8,2.1,7.9,0.199,8,0,8.1,4.9,1,
Nate Darling\darlina01,SG,22,CHO,6,0,4,0.3,1.2,0.286,0.3,1.2,0.286,0,0,,0.429,0.5,0.5,1,0.2,0,0.2,0.2,0,0.2,0.2,0.2,1.5,8.9,0.541,1,0.429,4.5,0,2.3,5.6,0,4.2,10.7,16.8,0,0,0,0.042,-0.9,-2.6,-3.6,0,1,
Anthony Davis\davisan02,PF,27,LAL,29,29,32.1,8.4,16.6,0.504,0.7,2.8,0.259,7.7,13.8,0.554,0.526,3.8,5.3,0.714,1.8,6.2,8,3.1,1.3,1.8,2,1.8,21.3,22.5,0.561,0.168,0.32,6.5,21.4,14,16.5,2,5,9.5,28.4,1.1,2,3.1,0.161,3.2,1.7,4.9,1.6,1,
Ed Davis\davised01,C,31,MIN,22,7,13.3,0.9,2,0.432,0,0,0,0.9,2,0.432,0.432,0.5,0.5,0.833,2.1,3,5.1,1,0.6,0.6,0.3,2.5,2.2,13.5,0.487,0,0.273,16.4,25.7,20.9,9.3,2.1,3.9,12.4,8.1,0.5,0.4,0.8,0.135,-3.4,0.7,-2.7,-0.1,1,
Terence Davis\daviste02,SG,23,TOT,53,4,15.9,2.7,6.5,0.422,1.4,3.9,0.366,1.3,2.6,0.504,0.531,0.5,0.6,0.818,0.3,1.9,2.2,1.2,0.6,0.2,0.9,1.5,7.4,11.2,0.547,0.596,0.096,1.8,13.5,7.5,10.9,1.7,1.2,12.2,20.9,-0.2,0.5,0.4,0.021,-1.6,-1.3,-2.9,-0.2,1,
Terence Davis\daviste02,SG,23,TOR,34,4,14.5,2.6,6.2,0.414,1.3,3.6,0.361,1.3,2.6,0.489,0.519,0.5,0.5,0.889,0.3,1.7,1.9,1.1,0.5,0.2,0.9,1.4,6.9,11.1,0.537,0.581,0.086,1.9,13.1,7.4,11.5,1.7,1.4,11.7,21.7,-0.1,0.4,0.3,0.028,-1.8,-1.3,-3.1,-0.1,1,
Terence Davis\daviste02,SG,23,SAC,19,0,18.4,3.1,7.1,0.433,1.6,4.4,0.373,1.4,2.7,0.529,0.549,0.6,0.8,0.733,0.3,2.3,2.5,1.3,0.7,0.2,1.1,1.5,8.3,11.4,0.562,0.619,0.112,1.6,14,7.7,9.9,1.8,1,13,19.9,0,0.1,0.1,0.012,-1.4,-1.2,-2.6,-0.1,1,
Gabriel Deck\deckga01,PF,25,OKC,3,0,19,3,7.7,0.391,0,2,0,3,5.7,0.529,0.391,1,1.7,0.6,3,3,6,2.3,0.7,0,0.7,1,7,14.8,0.417,0.261,0.217,16.3,16.6,16.4,18.9,1.7,0,7.4,20.3,0,0,0.1,0.048,-2.1,-0.2,-2.3,0,1,
Dewayne Dedmon\dedmode01,C,31,MIA,10,0,13.3,3.2,4.4,0.727,0,0.3,0,3.2,4.1,0.78,0.727,1.9,2.2,0.864,2.1,3.8,5.9,0.4,0.6,0.5,0.9,1.9,8.3,29.1,0.773,0.068,0.5,18.3,31.8,25.2,5.4,2.2,4,14.4,21.2,0.6,0.3,0.8,0.306,3,0.9,3.9,0.2,1,
Matthew Dellavedova\dellama01,PG,30,CLE,13,1,17.2,1.1,4.3,0.25,0.3,1.9,0.16,0.8,2.4,0.323,0.286,0.3,0.3,1,0.5,1.4,1.8,4.5,0.3,0.1,0.5,1.6,2.8,7.3,0.312,0.446,0.071,2.9,9.3,6,34.9,0.9,0.4,9.4,12.4,0,0.1,0,0.008,-4.6,-2,-6.6,-0.3,1,
DeMar DeRozan\derozde01,PF,31,SAS,53,53,34.3,7.4,15.2,0.489,0.3,1.4,0.247,7.1,13.8,0.514,0.501,6.5,7.4,0.885,0.7,3.7,4.4,7.4,0.9,0.2,2,2.1,21.7,22.2,0.589,0.091,0.486,2.2,11.5,6.8,33.5,1.3,0.6,9.6,25.9,5.5,1.4,6.9,0.183,3.7,-0.2,3.4,2.5,1,
Mamadi Diakite\diakima01,PF,24,MIL,12,0,8.5,1,2.4,0.414,0.1,0.6,0.143,0.9,1.8,0.5,0.431,0.5,0.5,1,0.5,1.8,2.3,0.5,0.3,0.4,0.3,1,2.6,12.2,0.49,0.241,0.207,6.4,20.9,13.9,7.3,1.8,4.4,8.7,14.3,0.1,0.2,0.2,0.103,-3.2,0.7,-2.6,0,1,
Hamidou Diallo\diallha01,SG-SF,22,TOT,48,5,22.8,4,8.6,0.468,0.4,1.3,0.328,3.6,7.3,0.494,0.494,2.4,3.7,0.638,1.1,3.9,5,2,0.8,0.4,1.5,2.6,10.8,13.7,0.531,0.155,0.43,5.3,18.2,11.7,13.9,1.7,1.7,12.5,21.9,0.1,1.2,1.3,0.057,-2.6,-0.1,-2.7,-0.2,1,
Hamidou Diallo\diallha01,SG,22,OKC,32,5,23.8,4.5,9.3,0.481,0.4,1.3,0.293,4.1,8,0.512,0.502,2.6,4.1,0.629,1.2,4,5.2,2.4,1,0.4,1.5,2.6,11.9,15,0.536,0.138,0.444,5,17.6,11.3,16.4,1.9,1.4,12.1,22.5,0.3,0.8,1.1,0.068,-2.1,0.4,-1.7,0.1,1,
Hamidou Diallo\diallha01,SF,22,DET,16,0,20.9,3.1,7.2,0.435,0.6,1.4,0.391,2.6,5.8,0.446,0.474,1.9,2.8,0.667,1.1,3.6,4.8,1.1,0.6,0.6,1.3,2.5,8.7,11,0.516,0.2,0.391,5.9,19.5,12.7,8.3,1.3,2.3,13.5,20.3,-0.1,0.4,0.2,0.033,-3.9,-1.2,-5.1,-0.3,1,
Gorgui Dieng\dienggo01,C,31,TOT,31,1,15.1,2.2,4.1,0.528,0.9,1.9,0.475,1.3,2.2,0.574,0.638,1.6,1.9,0.862,1.1,2.8,3.9,1.2,0.7,0.5,0.9,1.6,6.8,18.8,0.695,0.465,0.457,7.4,20,13.6,10.4,2.1,2.9,15,16.3,1.2,0.7,1.9,0.191,1.5,1.4,2.9,0.6,1,
Gorgui Dieng\dienggo01,C,31,MEM,22,1,16.9,2.5,4.9,0.519,1,2.2,0.479,1.5,2.7,0.55,0.625,1.7,2,0.884,1.3,3.2,4.5,1.3,0.8,0.6,1,1.7,7.9,19.3,0.682,0.444,0.398,7.9,20.3,14,10.6,2.2,3.4,14.8,17,0.9,0.6,1.5,0.191,1.7,1,2.6,0.4,1,
Gorgui Dieng\dienggo01,C,31,SAS,9,0,10.8,1.2,2.1,0.579,0.6,1.2,0.455,0.7,0.9,0.75,0.711,1.3,1.7,0.8,0.6,1.9,2.4,0.8,0.4,0.1,0.6,1.3,4.3,16.8,0.762,0.579,0.789,5.4,18.9,12,9.7,2,0.9,16.3,13.8,0.3,0.1,0.4,0.192,0.7,3,3.7,0.1,1,
Spencer Dinwiddie\dinwisp01,SG,27,BRK,3,3,21.3,2,5.3,0.375,0.7,2.3,0.286,1.3,3,0.444,0.438,2,2,1,0,4.3,4.3,3,0.7,0.3,1.7,1.3,6.7,10.1,0.536,0.438,0.375,0,21.6,11.3,17.6,1.5,1.4,21.2,16,0,0.1,0.1,0.045,-3.4,2,-1.4,0,1,
Donte DiVincenzo\divindo01,SG,24,MIL,59,59,27.4,3.7,9.1,0.409,1.9,5.1,0.372,1.8,4,0.456,0.513,0.7,1,0.737,1.2,4.4,5.6,3,1.1,0.2,1.4,1.6,10,12.4,0.528,0.557,0.107,4.8,16.2,10.7,14,1.9,0.7,12.8,16.7,1,1.9,2.9,0.087,-0.6,0.2,-0.5,0.6,1,
Luka Dončić\doncilu01,PG,21,DAL,58,58,35.2,10.2,20.9,0.486,2.9,8.3,0.353,7.2,12.6,0.574,0.556,5.3,7.3,0.728,0.8,7.2,8,8.9,1,0.6,4.3,2.4,28.6,25.9,0.593,0.399,0.351,2.6,22.2,12.5,45.1,1.4,1.5,15.1,35.9,5,2.4,7.4,0.174,6.5,0.8,7.3,4.8,1,
Luguentz Dort\dortlu01,SG,21,OKC,49,49,30,4.8,12.2,0.395,2.2,6.3,0.347,2.6,5.9,0.446,0.485,2.4,3.2,0.75,0.7,3,3.7,1.6,0.9,0.4,1.6,2.6,14.2,10.5,0.523,0.516,0.261,2.3,10.4,6.3,8.4,1.4,1.1,10.2,21.4,-0.4,1,0.6,0.019,-2.5,-0.9,-3.4,-0.5,1,
Damyean Dotson\dotsoda01,SG,26,CLE,39,6,19,2.5,6.3,0.396,0.9,3.3,0.285,1.5,2.9,0.522,0.471,0.6,0.9,0.676,0.1,1.9,2,2.1,0.4,0.1,0.8,1,6.5,8.4,0.489,0.531,0.139,0.7,11.4,5.9,16.3,0.9,0.5,11,17.2,-0.2,0.3,0.1,0.006,-3.1,-1.4,-4.5,-0.5,1,
Devon Dotson\dotsode01,PG,21,CHI,7,0,3.3,0.6,1.1,0.5,0,0.1,0,0.6,1,0.571,0.5,0,0,,0.3,0.1,0.4,0.3,0.3,0,0,0.1,1.1,16.6,0.5,0.125,0,9.8,4.8,7.3,12.4,4.2,0,0,15.1,0,0,0.1,0.139,-0.4,2.3,1.9,0,1,
Sekou Doumbouya\doumbse01,PF,20,DET,50,6,14,1.6,4.4,0.356,0.5,1.9,0.237,1.1,2.5,0.448,0.408,0.7,1,0.714,0.6,1.7,2.2,0.7,0.4,0.1,0.7,1.6,4.3,5.6,0.443,0.437,0.221,4.4,13.3,8.8,7.7,1.4,0.6,12.9,17.4,-0.9,0.6,-0.4,-0.026,-5.9,-1.9,-7.9,-1,1,
PJ Dozier\doziepj01,SG,24,DEN,49,5,21.8,3,7.1,0.421,0.9,3,0.313,2.1,4.1,0.5,0.487,0.9,1.3,0.636,0.7,3,3.7,1.9,0.6,0.4,0.9,1.7,7.8,10.7,0.505,0.421,0.189,3.8,15.3,9.6,11.3,1.4,2,10.8,17.4,0.2,1,1.2,0.054,-2.1,-0.7,-2.9,-0.2,1,
Goran Dragić\dragigo01,PG,34,MIA,44,11,26.7,4.7,10.8,0.432,1.6,4.7,0.351,3,6.1,0.494,0.508,2,2.5,0.826,0.5,3,3.5,4.5,0.7,0.2,2.4,2.2,13,12.9,0.548,0.432,0.23,2.1,12.4,7.3,26.9,1.3,0.7,16.7,24.1,0.1,1.1,1.2,0.048,-1.4,-1.6,-3,-0.3,1,
Andre Drummond\drumman01,C,27,TOT,38,38,27.6,6.5,13.3,0.489,0,0.2,0,6.5,13.1,0.497,0.489,2.8,4.6,0.614,3.7,8.7,12.4,2.2,1.5,1.1,2.9,3.1,15.9,20.1,0.517,0.016,0.347,14.7,36,25.2,14,2.7,3.5,15.7,28.8,-0.6,2.2,1.6,0.074,-1.1,0.6,-0.5,0.4,1,
Andre Drummond\drumman01,C,27,CLE,25,25,28.9,7.2,15.2,0.474,0,0.3,0,7.2,14.9,0.484,0.474,3.1,5.2,0.597,4,9.4,13.5,2.6,1.6,1.2,3.2,2.8,17.5,20.6,0.5,0.021,0.339,15.4,37.7,26.3,16,2.7,3.6,15.6,31.3,-0.8,1.4,0.6,0.042,-0.5,0.2,-0.3,0.3,1,
Andre Drummond\drumman01,C,27,LAL,13,13,25.2,5.2,9.8,0.535,0,0,,5.2,9.8,0.535,0.535,2.4,3.6,0.66,2.9,7.3,10.2,1.5,1.4,0.9,2.2,3.8,12.8,19.2,0.565,0,0.37,13.2,32.1,22.8,9.7,2.7,3.3,15.9,23.4,0.2,0.8,1,0.146,-2.2,1.4,-0.9,0.1,1,
Jared Dudley\dudleja01,PF,35,LAL,11,0,6.9,0.2,0.6,0.286,0.2,0.5,0.4,0,0.2,0,0.429,0,0,,0.4,1.4,1.7,0.5,0.1,0.1,0.2,0.6,0.5,5.4,0.429,0.714,0,6,21.8,14,8.1,0.6,1.2,22.2,5.1,0,0.1,0.1,0.078,-3.8,0.2,-3.6,0,1,
Kris Dunn\dunnkr01,PG,26,ATL,3,0,14,0.3,3.7,0.091,0,0.7,0,0.3,3,0.111,0.091,1,1.3,0.75,0,1.3,1.3,0.7,0.7,0.7,1,3,1.7,-5.3,0.196,0.182,0.364,0,10.3,5.2,5.9,2.3,4.2,19,16.3,-0.2,0,-0.2,-0.201,-13.2,0.1,-13.1,-0.1,1,
Kevin Durant\duranke01,PF,32,BRK,28,25,32.9,9.7,17.7,0.548,2.7,5.6,0.478,7,12.1,0.581,0.624,6,6.9,0.876,0.4,6.4,6.8,5.2,0.7,1.2,3.6,2,28.1,27.2,0.678,0.317,0.389,1.4,20.7,11.5,26.4,1,3.2,14.7,32.1,3.1,0.9,4,0.209,6.7,0.5,7.2,2.1,1,
Anthony Edwards\edwaran01,SG,19,MIN,65,48,31.7,6.7,16.7,0.403,2.3,7.1,0.317,4.5,9.6,0.466,0.47,2.8,3.6,0.774,0.8,3.8,4.6,2.8,1.2,0.4,2.2,1.7,18.5,12.8,0.506,0.426,0.216,2.7,13.5,7.9,13.9,1.7,1.2,10.7,27.2,-1.4,1.2,-0.2,-0.006,-1.5,-1.9,-3.4,-0.7,1,
Carsen Edwards\edwarca01,SG,22,BOS,25,1,8.5,1.6,3.4,0.453,0.5,1.8,0.283,1,1.6,0.65,0.529,0.3,0.4,0.778,0.1,0.8,0.9,0.4,0.2,0,0.2,0.9,3.9,11.6,0.545,0.535,0.105,1.6,10.1,5.8,7.7,1.2,0.4,4.3,19.1,0.2,0.1,0.3,0.075,-2.7,-1.7,-4.4,-0.1,1,
CJ Elleby\ellebcj01,SF,20,POR,24,0,7,0.9,2.3,0.375,0.3,1.3,0.226,0.6,1,0.56,0.438,0.4,0.5,0.692,0.4,0.7,1.1,0.3,0.3,0.1,0.2,1,2.4,8.6,0.47,0.554,0.232,6.2,10.5,8.3,4.9,1.7,1.6,7.5,17.1,0,0.1,0.1,0.02,-4.4,-1.6,-6,-0.2,1,
Henry Ellenson\ellenhe01,PF,24,TOR,2,0,19,2.5,7,0.357,1,4.5,0.222,1.5,2.5,0.6,0.429,1.5,2,0.75,1.5,4.5,6,2.5,0,0,0,3.5,7.5,12.8,0.476,0.643,0.286,8.4,26.9,17.4,18.9,0,0,0,17.9,0.1,0,0.1,0.13,-3.1,1,-2.1,0,1,
Wayne Ellington\ellinwa01,SG,33,DET,44,30,21.9,3.2,7.3,0.445,2.5,5.9,0.421,0.8,1.4,0.55,0.616,0.6,0.8,0.8,0.3,1.6,1.9,1.4,0.4,0.2,0.7,1.3,9.6,12.5,0.629,0.812,0.11,1.4,8.2,4.7,10.1,0.9,0.8,8,16.5,1.4,0.5,1.9,0.095,1.4,-1.6,-0.3,0.4,1,
Joel Embiid\embiijo01,C,26,PHI,45,45,31.6,9.3,18.2,0.512,1.2,3.1,0.376,8.1,15,0.541,0.545,9.5,11.1,0.854,2.3,8.5,10.8,3,1,1.4,3.1,2.4,29.3,30.8,0.635,0.172,0.612,8,29.1,18.7,16.7,1.6,3.9,11.9,35.5,5.2,2.8,8.1,0.273,6.6,1.1,7.7,3.5,1,
James Ennis\ennisja01,SF,30,ORL,41,37,24,2.8,5.9,0.473,1.1,2.5,0.433,1.7,3.4,0.504,0.566,1.7,2.1,0.805,1,3,4,1.5,0.8,0.2,0.9,2,8.4,12.6,0.613,0.428,0.358,4.4,13.5,8.8,9.2,1.6,0.7,11.3,13.9,1.3,0.7,2.1,0.101,-1.9,-0.2,-2.1,0,1,
Drew Eubanks\eubandr01,C,23,SAS,45,2,13.9,2.1,3.7,0.578,0,0,1,2.1,3.7,0.576,0.581,1.3,1.9,0.69,1.2,3,4.2,0.8,0.4,1,0.9,1.6,5.6,17.6,0.619,0.006,0.524,9.2,23.4,16.2,8.2,1.3,5.8,16,17,0.8,1,1.9,0.143,-1.4,1.6,0.2,0.4,1,
Dante Exum\exumda01,SG,25,CLE,6,3,19.3,1.7,4.3,0.385,0.3,1.8,0.182,1.3,2.5,0.533,0.423,0.2,0.3,0.5,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8,6,0.428,0.423,0.077,1.9,14.9,8.2,15.6,1.7,1.6,20.7,12.8,-0.1,0.1,-0.1,-0.021,-4.8,1.7,-3.1,0,1,
Tacko Fall\fallta01,C,25,BOS,15,0,6.7,1.2,1.6,0.75,0,0,,1.2,1.6,0.75,0.75,0.3,0.9,0.308,0.7,1.8,2.5,0.1,0.1,0.8,0.3,1.1,2.7,20.4,0.673,0,0.542,12.2,30.3,21.2,3,0.5,11.3,11.9,14.5,0.2,0.2,0.4,0.182,-0.8,1.8,1,0.1,1,
Derrick Favors\favorde01,C,29,UTA,60,0,15.4,2.3,3.6,0.633,0,0,0,2.3,3.6,0.639,0.633,0.9,1.2,0.743,2.1,3.4,5.5,0.7,0.5,1,0.6,2.2,5.5,19.9,0.661,0.009,0.339,15.1,22.7,19.1,6.5,1.6,5.3,11.9,13.3,2.6,1.9,4.6,0.238,0.1,1.9,2,0.9,1,
Cristiano Felício\feliccr01,C,28,CHI,14,0,4.2,0.3,0.5,0.571,0,0.1,0,0.3,0.4,0.667,0.571,0.4,0.7,0.6,0.4,0.6,1,0.6,0.1,0,0.3,0.5,1,12.2,0.614,0.143,1.429,11.5,15,13.2,16.8,1.6,0,26,11.3,0.1,0.1,0.1,0.118,-1.8,0.8,-1,0,1,
Terrance Ferguson\fergute01,SG,22,PHI,13,0,3.8,0.1,0.5,0.143,0,0.4,0,0.1,0.2,0.5,0.143,0,0,,0,0.1,0.1,0.2,0.1,0,0.3,0.5,0.2,-7.1,0.143,0.714,0,0,2.2,1.1,4.9,1,0,36.4,9.6,-0.2,0,-0.2,-0.159,-12.1,-2.7,-14.8,-0.2,1,
Bruno Fernando\fernabr01,C,22,ATL,30,0,6.6,0.4,1.1,0.394,0,0.1,0,0.4,1,0.419,0.394,0.4,0.7,0.65,0.5,1.8,2.3,0.3,0.1,0.1,0.7,0.7,1.3,5,0.467,0.061,0.606,8.4,29,18.8,5.9,0.5,1.3,32.4,13.6,-0.4,0.2,-0.2,-0.037,-6.2,-1.2,-7.4,-0.3,1,
Yogi Ferrell\ferreyo01,PG,27,TOT,5,0,13.8,2.4,6.2,0.387,1.2,3,0.4,1.2,3.2,0.375,0.484,0.6,1,0.6,0.6,1,1.6,3,0.8,0.2,0.6,1,6.6,17.5,0.497,0.484,0.161,4.8,8.3,6.5,31.7,2.9,1.3,8.3,23,0.1,0.1,0.2,0.124,2.2,0.7,2.8,0.1,1,
Yogi Ferrell\ferreyo01,PG,27,CLE,2,0,20,4,10.5,0.381,1.5,4.5,0.333,2.5,6,0.417,0.452,0,1,0,1.5,2,3.5,2.5,1.5,0.5,1.5,2,9.5,12.4,0.434,0.429,0.095,8.2,11.5,9.9,20.7,3.7,2.3,12.1,27.2,-0.1,0.1,0,-0.031,-1.9,0.4,-1.5,0,1,
Yogi Ferrell\ferreyo01,PG,27,LAC,3,0,9.7,1.3,3.3,0.4,1,2,0.5,0.3,1.3,0.25,0.55,1,1,1,0,0.3,0.3,3.3,0.3,0,0,0.3,4.7,24.4,0.618,0.6,0.3,0,3.8,1.9,46.9,1.7,0,0,17.3,0.2,0,0.2,0.337,7.7,1.1,8.8,0.1,1,
Dorian Finney-Smith\finnedo01,PF,27,DAL,52,52,32.5,3.6,7.8,0.463,2,5.1,0.395,1.6,2.7,0.593,0.592,0.5,0.7,0.8,1.7,3.9,5.6,1.6,0.9,0.4,0.7,2.3,9.8,12,0.604,0.655,0.086,5.9,12.9,9.5,6.8,1.4,1.2,8.3,12,2.5,1.5,4,0.112,0.2,0,0.2,0.9,1,
Malik Fitts\fittsma01,PF,23,LAC,3,0,3.7,0.3,1,0.333,0.3,0.7,0.5,0,0.3,0,0.5,0,0,,0,1,1,0,0,0,0,1,1,2.9,0.5,0.667,0,0,29.9,15.3,0,0,0,0,12.1,0,0,0,0.046,-9.6,-0.6,-10.2,0,1,
Malachi Flynn\flynnma01,PG,22,TOR,40,9,18,2.3,6.2,0.368,1,3,0.314,1.3,3.2,0.421,0.445,0.8,1,0.825,0.2,2,2.2,2.7,0.8,0.1,0.9,1.4,6.3,10.2,0.478,0.49,0.162,1.2,12.6,6.7,21.6,2,0.7,12,18.1,-0.1,0.6,0.6,0.037,-3.3,0.1,-3.2,-0.2,1,
Bryn Forbes\forbebr01,SG,27,MIL,63,10,19.3,3.5,7.6,0.466,2.2,4.9,0.443,1.4,2.7,0.506,0.608,0.7,0.9,0.782,0.2,1.4,1.6,0.6,0.3,0,0.6,1,9.9,12.6,0.621,0.641,0.115,1,7.5,4.4,4.2,0.9,0,6.8,18.6,1.7,0.7,2.4,0.095,0.3,-1.9,-1.6,0.1,1,
Trent Forrest\forretr01,PG,22,UTA,22,0,7.3,0.6,1.5,0.438,0.1,0.5,0.2,0.5,1,0.545,0.469,0.3,0.3,1,0,0.6,0.6,1.5,0.2,0.1,0.5,0.5,1.6,8.8,0.52,0.313,0.188,0,8.2,4.3,26.1,1.2,1.5,25.7,12.6,0.1,0.2,0.2,0.073,-4,0.4,-3.6,-0.1,1,
Evan Fournier\fournev01,SF-SG,28,TOT,36,30,29.6,5.6,12.6,0.445,2.6,6.6,0.389,3,6,0.507,0.547,2.9,3.6,0.794,0.2,2.7,2.9,3.2,1.1,0.4,1.9,2.2,16.7,15.8,0.587,0.526,0.289,0.7,10.1,5.2,17.8,1.9,1.2,11.6,23.5,1.1,0.8,2,0.089,0.6,-0.5,0.1,0.6,1,
Evan Fournier\fournev01,SF,28,ORL,26,26,30.3,6.5,14.2,0.461,2.8,7.2,0.388,3.7,7,0.536,0.56,3.8,4.7,0.797,0.2,2.7,2.9,3.7,1,0.3,2.1,2.1,19.7,18.3,0.604,0.509,0.333,0.6,9.6,5,20.8,1.7,1.1,11.3,26.2,1.2,0.5,1.8,0.109,2.1,-0.8,1.3,0.6,1,
Evan Fournier\fournev01,SG,28,BOS,10,4,27.8,3.2,8.5,0.376,2,5.1,0.392,1.2,3.4,0.353,0.494,0.6,0.8,0.75,0.2,2.8,3,1.9,1.4,0.5,1.3,2.5,9,8.6,0.508,0.6,0.094,0.8,11.3,6,9.2,2.5,1.7,12.8,15.7,-0.1,0.3,0.2,0.035,-3.8,0.5,-3.3,-0.1,1,
De'Aaron Fox\foxde01,PG,23,SAC,58,58,35.1,9.1,19.1,0.477,1.8,5.5,0.322,7.3,13.6,0.539,0.523,5.2,7.2,0.719,0.6,2.9,3.5,7.2,1.5,0.5,3,2.9,25.2,20.8,0.565,0.288,0.376,1.8,9.5,5.6,32.6,2.1,1.1,11.9,31,3.6,0.4,4,0.095,2.9,-1.5,1.4,1.7,1,
Robert Franks\frankro01,PF,24,ORL,7,0,14.4,1.9,4,0.464,0.7,2.1,0.333,1.1,1.9,0.615,0.554,1.7,1.9,0.923,0.9,1.1,2,0.7,0.4,0.4,0.3,1.1,6.1,16.5,0.638,0.536,0.464,6,8.6,7.2,7.4,1.4,2.7,5.6,15.3,0.3,0.1,0.3,0.162,0.4,-0.7,-0.3,0,1,
Tim Frazier\fraziti01,PG,30,MEM,3,0,11,0.7,2.7,0.25,0,0.7,0,0.7,2,0.333,0.25,0,0,,0,1.3,1.3,2.3,0.3,0,1,1.3,1.3,0.3,0.25,0.25,0,0,13.1,6.4,25.7,1.4,0,27.3,14.1,-0.1,0,-0.1,-0.114,-10.9,-2.6,-13.6,-0.1,1,
Markelle Fultz\fultzma01,PG,22,ORL,8,8,26.9,5.1,13,0.394,0.5,2,0.25,4.6,11,0.42,0.413,2.1,2.4,0.895,0.6,2.5,3.1,5.4,1,0.3,2.3,2.3,12.9,12.1,0.458,0.154,0.183,2.3,10.1,6.1,33,1.8,0.9,13.8,26.2,-0.2,0.2,-0.1,-0.02,-2.9,-1.7,-4.6,-0.1,1,
Wenyen Gabriel\gabriwe01,PF,23,NOP,14,0,7.4,0.6,1.6,0.364,0.3,0.7,0.4,0.3,0.9,0.333,0.455,0.3,0.5,0.571,0.6,1,1.6,0.6,0.3,0.2,0.8,0.9,1.7,6.1,0.478,0.455,0.318,8.6,14.8,11.7,9.7,1.9,2.8,30.5,14.8,-0.2,0.1,-0.1,-0.028,-5.2,-0.2,-5.4,-0.1,1,
