Player,Pos,Age,Team,Games,Gms_started,MinPerG,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP,Intercept,
T.J. McConnell\mccontj01,PG,28,IND,60,2,25.4,3.7,6.7,0.554,0.2,0.7,0.333,3.5,6,0.578,0.57,0.4,0.6,0.658,0.7,2.8,3.5,6.5,1.8,0.3,1.9,1.6,8,16.6,0.577,0.098,0.095,3,11.9,7.5,34.8,3.3,1.1,21.1,14.8,2.1,1.9,4.1,0.128,-0.2,1.7,1.5,1.3,1,
Jaden McDaniels\mcdanja02,PF,20,MIN,58,24,23.9,2.6,5.8,0.444,1.1,3.1,0.369,1.4,2.7,0.528,0.541,0.4,0.7,0.605,0.8,2.9,3.8,1.1,0.6,0.9,0.7,2.7,6.8,9,0.549,0.53,0.127,3.7,13.7,8.5,6.3,1.1,3.4,10.8,12.1,0.4,0.8,1.2,0.043,-3.4,-0.3,-3.7,-0.6,1,
Jalen McDaniels\mcdanja01,SF,23,CHO,39,10,17,2.5,5.4,0.469,0.7,2,0.346,1.8,3.4,0.541,0.533,0.9,1.2,0.708,0.8,2.3,3.1,1,0.6,0.3,0.9,1.9,6.6,11.1,0.558,0.37,0.227,4.9,15,9.9,8.6,1.6,2,13.7,17.5,0.1,0.6,0.8,0.056,-3.1,-0.6,-3.7,-0.3,1,
Doug McDermott\mcderdo01,PF,29,IND,57,20,24.2,5.3,9.9,0.533,1.6,4.3,0.385,3.6,5.6,0.646,0.616,1.2,1.5,0.814,1,2.5,3.5,1.3,0.3,0.1,0.8,1.7,13.4,16.1,0.636,0.433,0.153,4.6,11.2,7.9,8.3,0.6,0.2,7,20,2.8,0.7,3.4,0.12,1.9,-1.9,-0.1,0.7,1,
Sean McDermott\mcderse01,SF,24,MEM,18,0,8.8,0.7,1.8,0.394,0.3,1.2,0.227,0.4,0.6,0.727,0.47,0.4,0.4,1,0.3,0.7,1.1,0.2,0.1,0.2,0.2,0.4,2.2,7.2,0.534,0.667,0.242,4,8.9,6.4,3.1,0.6,1.7,9.9,10.8,0.1,0.1,0.2,0.051,-3.3,-1.8,-5.1,-0.1,1,
JaVale McGee\mcgeeja01,C,33,TOT,39,1,14.6,3.2,6.1,0.517,0.1,0.5,0.238,3,5.6,0.544,0.527,1,1.6,0.656,1.6,3.4,5,0.9,0.5,1.2,1.4,2.5,7.5,17.5,0.549,0.088,0.256,12,26.9,19.3,10.2,1.6,7.2,16.7,24.4,-0.1,0.9,0.8,0.069,-2.8,1.2,-1.6,0.1,1,
JaVale McGee\mcgeeja01,C,33,CLE,33,1,15.2,3.4,6.5,0.521,0.2,0.6,0.25,3.2,5.9,0.549,0.533,1.1,1.7,0.655,1.6,3.5,5.2,1,0.5,1.2,1.4,2.4,8,18.5,0.554,0.093,0.256,11.8,26.6,19,11.3,1.6,7.2,15.8,24.7,0,0.8,0.8,0.078,-2.1,1.3,-0.8,0.2,1,
JaVale McGee\mcgeeja01,C,33,DEN,6,0,11,1.8,3.8,0.478,0,0.2,0,1.8,3.7,0.5,0.478,0.7,1,0.667,1.3,2.8,4.2,0.2,0.3,0.8,1.3,2.8,4.3,10.1,0.507,0.043,0.261,13.9,29.1,21.5,2.1,1.5,7.3,23.8,22.3,-0.1,0.1,0,0.001,-8.5,0.7,-7.8,-0.1,1,
Rodney McGruder\mcgruro01,SG,29,DET,16,2,12.1,2.3,4.4,0.529,0.7,1.5,0.458,1.6,2.9,0.565,0.607,0.4,0.5,0.75,0.5,0.9,1.4,1,0.5,0.1,0.4,0.8,5.7,16.1,0.619,0.343,0.114,4.5,8.1,6.3,13.6,2,0.4,8.7,18.1,0.3,0.2,0.5,0.121,0.9,-0.2,0.7,0.1,1,
Alfonzo McKinnie\mckinal01,SF,28,LAL,35,0,6.3,1.1,2.1,0.52,0.4,0.9,0.438,0.7,1.2,0.581,0.613,0.3,0.5,0.529,0.5,0.8,1.3,0.2,0.1,0,0.1,0.6,2.9,15.1,0.612,0.427,0.227,8.7,14.4,11.6,4.1,1.1,0,4.6,16.9,0.4,0.3,0.7,0.157,0.4,-1.1,-0.7,0.1,1,
Jordan McLaughlin\mclaujo01,PG,24,MIN,45,2,18.7,2,4.8,0.406,0.6,1.7,0.372,1.3,3.1,0.424,0.472,0.4,0.5,0.75,0.4,1.7,2.1,4,1,0.1,1,0.9,5,12,0.49,0.359,0.111,2.4,10.2,6.1,29.1,2.6,0.6,16.8,13.7,0.4,0.6,1,0.057,-2.1,0,-2.2,0,1,
Ben McLemore\mclembe01,SG,27,TOT,45,5,16.8,2.6,7,0.375,1.8,5.3,0.347,0.8,1.7,0.461,0.506,0.9,1.2,0.736,0.3,1.6,2,0.8,0.5,0.1,0.9,1.8,8,9.2,0.529,0.759,0.168,2.1,10.7,6.3,6.8,1.4,0.7,10.3,21.4,-0.4,0.6,0.2,0.015,-2.7,-1.3,-4,-0.4,1,
Ben McLemore\mclembe01,SG,27,HOU,32,4,16.8,2.5,7,0.357,1.7,5.2,0.331,0.8,1.8,0.431,0.48,0.7,1,0.719,0.3,1.7,2.1,0.9,0.6,0.1,0.9,1.6,7.4,8.4,0.5,0.741,0.143,2.1,11.4,6.5,7.9,1.8,0.5,10.5,21.1,-0.5,0.4,-0.2,-0.014,-3.2,-1.2,-4.4,-0.3,1,
Ben McLemore\mclembe01,SG,27,LAL,13,1,16.9,2.9,7,0.418,2.2,5.6,0.384,0.8,1.4,0.556,0.571,1.2,1.6,0.762,0.3,1.4,1.7,0.5,0.2,0.2,0.8,2.2,9.2,11.1,0.599,0.802,0.231,2.1,9,5.6,4.1,0.4,1.2,9.9,22,0.2,0.2,0.4,0.086,-1.5,-1.8,-3.2,-0.1,1,
Nicolò Melli\mellini01,PF,30,TOT,38,4,12.2,0.9,2.9,0.327,0.4,1.7,0.262,0.5,1.2,0.422,0.405,0.3,0.5,0.684,0.6,2,2.6,0.9,0.3,0.1,0.3,1.4,2.7,7.3,0.431,0.591,0.173,5.3,17.8,11.6,9.4,1.4,0.6,7.8,11.9,0,0.4,0.4,0.041,-3.9,0.4,-3.6,-0.2,1,
Nicolò Melli\mellini01,PF,30,NOP,22,0,11,0.7,2.7,0.254,0.3,1.7,0.189,0.4,1,0.364,0.314,0.3,0.3,0.857,0.5,2,2.6,1.1,0.4,0,0.3,1.3,2,5.9,0.346,0.627,0.119,5.5,20.3,13,12.7,1.8,0.4,10.1,12.1,-0.2,0.2,0,0.007,-4.9,0.5,-4.4,-0.1,1,
Nicolò Melli\mellini01,PF,30,DAL,16,4,13.9,1.3,3.2,0.412,0.6,1.8,0.357,0.7,1.4,0.478,0.51,0.4,0.8,0.583,0.6,1.9,2.6,0.6,0.3,0.1,0.2,1.5,3.7,8.8,0.524,0.549,0.235,5,15.1,10.1,5.9,0.9,0.8,5.1,11.8,0.2,0.2,0.4,0.077,-2.9,0.2,-2.7,0,1,
De'Anthony Melton\meltode01,PG,22,MEM,43,1,20.6,3.6,8,0.45,1.8,4.1,0.429,1.8,3.8,0.473,0.561,0.8,1.1,0.783,0.6,2.7,3.3,2.7,1.2,0.6,1.2,1.7,9.8,16.7,0.58,0.518,0.135,3.2,14.1,8.6,18.2,2.9,2.7,12.3,19.7,1,1.3,2.3,0.126,1.4,1.8,3.2,1.1,1,
Sam Merrill\merrisa01,SG,24,MIL,27,1,7.4,1.1,2.3,0.484,0.7,1.5,0.488,0.4,0.8,0.476,0.645,0.1,0.1,1,0.2,0.8,1,0.7,0.2,0,0.4,0.6,3.1,13.7,0.659,0.661,0.065,3.3,10.7,7.1,13,1.2,0.4,13.6,15.6,0.4,0.2,0.5,0.131,0.7,-0.7,0.1,0.1,1,
Chimezie Metu\metuch01,C,23,SAC,30,2,11.1,2.2,4.1,0.541,0.2,0.6,0.294,2,3.5,0.581,0.561,0.8,1.1,0.697,0.9,1.7,2.6,0.7,0.4,0.5,0.7,1.6,5.3,16.2,0.586,0.139,0.27,9,17.8,13.3,9.2,1.6,3.8,13.9,20.6,0.3,0.2,0.5,0.075,-2,-1.2,-3.2,-0.1,1,
Khris Middleton\middlkh01,SF,29,MIL,62,62,33.4,7.5,15.8,0.475,2.3,5.3,0.426,5.2,10.5,0.499,0.546,3,3.4,0.892,0.8,5.2,6,5.5,1.1,0.1,2.7,2.4,20.4,18.3,0.587,0.337,0.216,2.6,15.7,9.4,23.4,1.6,0.4,13.3,25.1,3.7,2.2,6,0.138,2.1,-0.6,1.5,1.8,1,
Darius Miller\milleda01,SF,30,OKC,18,0,10.9,1.2,2.7,0.458,0.9,2.3,0.405,0.3,0.3,0.833,0.635,0.7,0.7,1,0.1,1.2,1.3,1.2,0.7,0.3,0.4,0.7,4.1,15.9,0.685,0.875,0.25,1,11.7,6.3,15.4,3.1,2.2,13.1,13.2,0.4,0.2,0.6,0.158,1.2,2.7,3.9,0.3,1,
Patty Mills\millspa02,PG,32,SAS,60,0,25.4,3.9,9.4,0.415,2.5,6.6,0.376,1.4,2.8,0.509,0.547,1.1,1.2,0.901,0.3,1.5,1.8,2.5,0.7,0.1,1,1.2,11.3,12.3,0.572,0.702,0.127,1.2,6.2,3.7,13.8,1.3,0.2,8.8,18.6,1.4,0.9,2.3,0.073,0.4,-1.7,-1.2,0.3,1,
Paul Millsap\millspa01,PF,35,DEN,51,34,20.8,3.4,7,0.485,0.9,2.5,0.349,2.5,4.5,0.561,0.548,1.2,1.7,0.716,1.4,3.5,4.8,1.7,0.8,0.7,0.9,2,8.9,16.6,0.574,0.361,0.246,7.6,18.7,13.2,11.1,2,3.2,10,18.1,1.7,1.4,3.1,0.14,0.5,0,0.6,0.7,1,
Shake Milton\miltosh01,SG,24,PHI,56,3,23.5,4.8,10.8,0.448,1.1,3.2,0.35,3.7,7.6,0.488,0.499,2.4,2.9,0.839,0.6,1.8,2.3,3,0.6,0.3,1.7,2.1,13.2,14.2,0.547,0.294,0.267,2.6,8.1,5.4,19.7,1.3,0.9,12.5,25.1,0.9,1.4,2.4,0.086,-1.1,-1.3,-2.4,-0.1,1,
Donovan Mitchell\mitchdo01,PG,24,UTA,53,53,33.4,9,20.6,0.438,3.4,8.7,0.386,5.7,11.9,0.476,0.52,5,6,0.845,0.9,3.5,4.4,5.2,1,0.3,2.8,2.2,26.4,21.3,0.569,0.423,0.29,3.1,10.6,7,26.8,1.4,0.7,10.7,33.6,4,2.2,6.2,0.167,4.1,-0.6,3.5,2.5,1,
Adam Mokoka\mokokad01,SG,22,CHI,13,0,4.2,0.5,1.4,0.389,0.1,0.8,0.1,0.5,0.6,0.75,0.417,0,0.1,0,0.1,0.3,0.4,0.4,0.2,0.1,0.3,0.4,1.2,4,0.407,0.556,0.056,2.1,8.2,5.2,12.4,1.8,1.6,17.8,18,-0.1,0,-0.1,-0.076,-6.6,-1.7,-8.3,-0.1,1,
Malik Monk\monkma01,SG,22,CHO,34,0,21.9,4.6,10,0.46,2.2,5.1,0.431,2.4,4.9,0.491,0.571,1.6,1.9,0.818,0.4,2.2,2.6,2,0.5,0.1,1.4,1.3,13,15.2,0.599,0.513,0.195,1.9,11,6.4,14.7,1.2,0.5,11.5,24.2,0.7,0.4,1.2,0.077,1,-2,-0.9,0.2,1,
E'Twaun Moore\mooreet01,SG,31,PHO,24,1,14.5,1.8,4.3,0.422,0.3,1.2,0.276,1.5,3,0.479,0.461,0.3,0.4,0.8,0.5,1.2,1.8,1.5,0.6,0.2,0.8,1.3,4.3,8.8,0.479,0.284,0.098,4.3,9.2,6.8,13.1,2,1,14.5,15.9,-0.1,0.4,0.3,0.036,-4.4,0.7,-3.7,-0.2,1,
Ja Morant\moranja01,PG,21,MEM,55,55,32.1,6.9,15.2,0.455,1.1,3.7,0.303,5.8,11.5,0.502,0.491,4.4,6,0.738,0.9,3,3.9,7.3,0.9,0.2,3.1,1.4,19.3,17.5,0.542,0.24,0.392,3,10,6.4,33.8,1.4,0.6,14.9,27.6,1.7,1.4,3.1,0.085,1.6,-1.8,-0.2,0.8,1,
Juwan Morgan\morgaju01,PF,23,UTA,25,0,5.1,0.5,1,0.5,0.2,0.5,0.308,0.4,0.5,0.692,0.577,0.1,0.3,0.429,0.4,0.7,1,0.4,0.2,0,0.1,0.8,1.3,10.4,0.567,0.5,0.269,7.8,13.5,10.7,9.4,1.5,0.6,9.4,10.8,0.2,0.2,0.4,0.139,-2.5,1.3,-1.2,0,1,
Marcus Morris\morrima03,PF,31,LAC,51,23,26.5,4.9,10.5,0.466,2.5,5.4,0.467,2.4,5.1,0.465,0.587,1.2,1.5,0.813,0.6,3.5,4.2,1.1,0.6,0.3,0.9,2.1,13.5,14.6,0.606,0.515,0.14,2.7,14.6,8.8,5.8,1.2,0.9,7.5,20.1,2,1.2,3.2,0.114,0.9,-1.1,-0.3,0.6,1,
Markieff Morris\morrima02,PF,31,LAL,56,26,20.1,2.6,6.3,0.414,1.1,3.6,0.312,1.5,2.7,0.55,0.503,0.6,0.8,0.75,0.8,3.6,4.4,1.1,0.4,0.3,0.9,1.8,6.9,9.5,0.521,0.569,0.126,4.5,20,12.4,8,0.9,1.5,12.1,16.2,-0.1,1.7,1.6,0.068,-2.6,-0.2,-2.8,-0.2,1,
Monte Morris\morrimo01,PG,25,DEN,44,13,26.2,4,8.3,0.477,1.1,3,0.377,2.8,5.3,0.532,0.544,1.3,1.6,0.789,0.3,1.9,2.2,3.2,0.7,0.3,0.7,1,10.3,13.7,0.572,0.356,0.195,1.1,8.2,4.7,16.5,1.3,1.1,7.5,16.3,1.9,0.8,2.7,0.112,0.1,-1.1,-1,0.3,1,
Mychal Mulder\muldemy01,PG,26,GSW,52,5,11.3,1.7,3.8,0.451,1.2,3,0.389,0.5,0.7,0.711,0.608,0.2,0.4,0.579,0.1,0.9,0.9,0.4,0.2,0.2,0.2,0.8,4.8,10.4,0.61,0.805,0.097,0.7,8.1,4.4,5.1,0.7,1.4,5.6,15.7,0.4,0.4,0.8,0.07,-1.2,-1.4,-2.6,-0.1,1,
Dejounte Murray\murrade01,PG,24,SAS,59,59,32.1,6.6,14.5,0.453,1,3.1,0.337,5.6,11.5,0.484,0.489,1.6,2,0.808,0.8,6.3,7.2,5.4,1.6,0.1,1.7,2.1,15.9,16.8,0.514,0.211,0.14,2.8,21.2,11.8,25.8,2.4,0.3,10,23.3,0.9,2.6,3.5,0.088,-0.1,1,0.9,1.4,1,
Jamal Murray\murraja01,PG,23,DEN,48,48,35.5,7.9,16.5,0.477,2.7,6.6,0.408,5.2,9.9,0.523,0.559,2.8,3.2,0.869,0.8,3.3,4,4.8,1.3,0.3,2.3,2,21.2,18.3,0.592,0.399,0.193,2.5,10.4,6.5,20.2,1.9,0.7,11.2,24.8,3.2,1.4,4.6,0.131,2.7,-1,1.7,1.6,1,
Mike Muscala\muscami01,C,29,OKC,35,0,18.4,3.4,7.6,0.446,1.9,5.3,0.37,1.5,2.4,0.614,0.573,0.9,1,0.917,0.5,3.2,3.8,0.8,0.2,0.3,0.6,1.5,9.7,14.7,0.599,0.689,0.135,3,18.4,10.7,7,0.6,1.5,6.9,20,0.9,0.5,1.3,0.098,0.8,-1.2,-0.3,0.3,1,
Sviatoslav Mykhailiuk\mykhasv01,SF-SG,23,TOT,61,14,19.8,2.9,7.2,0.406,1.6,4.6,0.336,1.4,2.5,0.535,0.515,0.6,0.8,0.771,0.4,2.1,2.5,1.6,0.7,0.2,1.3,0.9,8,9.9,0.531,0.646,0.11,2,11.5,6.7,12.4,1.7,0.8,15.2,19.3,-0.7,1,0.2,0.009,-2.1,-1.1,-3.2,-0.4,1,
Sviatoslav Mykhailiuk\mykhasv01,SF,23,DET,36,5,17.6,2.3,6.2,0.377,1.6,4.8,0.333,0.8,1.4,0.519,0.504,0.7,0.8,0.8,0.3,1.8,2.1,1.6,0.8,0.2,1.1,0.9,6.9,10.2,0.527,0.767,0.135,1.9,11.2,6.5,13.5,2.1,0.8,14.2,18.9,-0.2,0.6,0.3,0.026,-1.3,-0.8,-2.1,0,1,
Sviatoslav Mykhailiuk\mykhasv01,SG,23,OKC,25,9,23,3.8,8.6,0.437,1.5,4.5,0.339,2.2,4.1,0.544,0.526,0.5,0.7,0.722,0.5,2.6,3.1,1.6,0.6,0.2,1.7,0.9,9.6,9.6,0.536,0.521,0.084,2.2,11.9,7,11.1,1.3,0.8,16.2,19.7,-0.5,0.4,-0.1,-0.009,-3,-1.4,-4.4,-0.3,1,
Abdel Nader\naderab01,SF,27,PHO,24,0,14.8,2.4,4.8,0.491,0.8,1.8,0.419,1.6,3,0.534,0.569,1.2,1.5,0.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7,13.4,0.605,0.371,0.319,2.3,17.2,9.8,7.4,1.4,2.3,12.6,19,0.3,0.5,0.7,0.1,-1.2,0.8,-0.4,0.2,1,
Larry Nance Jr.\nancela02,PF,28,CLE,35,27,31.2,3.7,7.8,0.471,1.2,3.3,0.36,2.5,4.5,0.551,0.546,0.9,1.4,0.612,1.5,5.2,6.7,3.1,1.7,0.5,1.6,2.1,9.3,13.2,0.557,0.419,0.18,5.4,19.2,12.1,14.3,2.8,1.4,15.8,14,0.6,1.3,1.9,0.083,-1.1,1.7,0.6,0.7,1,
Aaron Nesmith\nesmiaa01,SF,21,BOS,39,0,13.7,1.5,3.5,0.438,0.9,2.3,0.382,0.7,1.2,0.542,0.562,0.4,0.5,0.7,0.6,1.9,2.5,0.4,0.3,0.2,0.5,1.7,4.3,9,0.576,0.65,0.146,4.6,15.7,10.1,3.5,1.2,1.6,12.1,13.3,0.3,0.5,0.7,0.067,-2.9,-0.3,-3.2,-0.2,1,
Raul Neto\netora01,PG,28,WAS,58,16,21.2,3.2,6.9,0.467,1,2.6,0.385,2.2,4.3,0.516,0.539,1,1.2,0.855,0.4,2.1,2.5,2.2,1.1,0.1,0.8,1.6,8.4,12.9,0.57,0.372,0.173,2.2,10.2,6.2,14.1,2.4,0.3,10.1,16.1,1.2,1.2,2.4,0.093,-1.5,0.6,-0.9,0.4,1,
Georges Niang\niangge01,PF,27,UTA,64,4,15.2,2.2,5.2,0.427,1.6,3.8,0.412,0.7,1.4,0.467,0.578,0.2,0.2,1,0.4,2,2.5,0.8,0.3,0.1,0.7,1.6,6.3,10.4,0.587,0.731,0.039,3,13.7,8.6,7.3,0.9,0.7,11.9,17.2,0.7,1.2,1.8,0.091,-1.1,-0.1,-1.1,0.2,1,
Zeke Nnaji\nnajize01,PF,20,DEN,40,1,9.1,1.1,2.4,0.474,0.5,1.3,0.377,0.6,1.1,0.595,0.579,0.3,0.4,0.8,0.3,1.1,1.5,0.2,0.2,0.1,0.2,0.7,3.1,10.5,0.6,0.558,0.158,4.1,14,9.1,2.9,0.8,1.1,6.4,13.1,0.4,0.3,0.7,0.092,-1.2,-1.7,-2.9,-0.1,1,
Nerlens Noel\noelne01,C,26,NYK,57,34,23.7,2.2,3.5,0.609,0,0.1,0,2.2,3.5,0.618,0.609,0.8,1.1,0.705,2.3,4.1,6.4,0.8,1.1,2.2,1.1,2.7,5.1,15,0.631,0.015,0.302,10.6,18.9,14.7,4.6,2.2,8.8,21,9.5,1.4,3.1,4.5,0.159,-2.4,3.4,1.1,1,1,
Jaylen Nowell\nowelja01,SG,21,MIN,38,0,18.8,3.6,8.4,0.428,1.2,3.7,0.338,2.3,4.7,0.497,0.502,1.1,1.3,0.824,0.5,1.9,2.3,1.6,0.6,0.3,0.7,1.8,9.5,12.6,0.53,0.437,0.16,2.6,11.2,6.8,12.8,1.4,1.2,7.3,21.6,0.3,0.3,0.6,0.042,-1.4,-1.7,-3.1,-0.2,1,
Frank Ntilikina\ntilila01,PG,22,NYK,26,4,10.2,0.9,2.5,0.369,0.7,1.5,0.474,0.2,1,0.222,0.508,0.3,0.6,0.5,0.2,0.8,1,0.6,0.6,0.1,0.4,1.5,2.8,7.4,0.514,0.585,0.246,2.1,8.1,5.1,7.7,2.8,0.7,12.2,13.7,0,0.4,0.4,0.065,-5.3,1.8,-3.4,-0.1,1,
Kendrick Nunn\nunnke01,PG,25,MIA,50,38,29.5,5.6,11.6,0.478,2.2,5.8,0.388,3.3,5.9,0.567,0.574,1,1,0.923,0.4,2.8,3.2,2.7,1,0.2,1.5,2,14.3,13.9,0.592,0.497,0.089,1.4,10.7,6.1,15.2,1.7,0.9,10.9,20.8,1,1.5,2.5,0.082,-0.4,-0.1,-0.5,0.5,1,
James Nunnally\nunnaja01,SF,30,NOP,4,0,6.3,1,2,0.5,0.8,1.8,0.429,0.3,0.3,1,0.688,0,0,,0.3,0.8,1,0,0,0,0.3,0,2.8,12.2,0.688,0.875,0,4.4,13.1,8.8,0,0,0,11.1,15.2,0,0,0,0.068,0.5,-2,-1.5,0,1,
Jusuf Nurkić\nurkiju01,C,26,POR,29,29,23.3,4.3,8.6,0.506,0.3,0.9,0.385,4,7.7,0.52,0.526,1.9,3,0.651,2.1,6.4,8.6,3.2,1,0.9,2,2.9,11,19.3,0.554,0.104,0.345,9.5,30.4,19.6,20.9,2,3.4,17.1,21.9,0.8,0.9,1.6,0.117,-0.4,1.4,1,0.5,1,
David Nwaba\nwabada01,SF,28,HOU,30,9,22.6,3.5,7.3,0.486,0.6,2.1,0.27,3,5.2,0.574,0.525,1.6,2.3,0.691,1.3,2.6,3.9,1,1,0.7,0.6,2,9.2,14.5,0.557,0.289,0.312,6,12.7,9.2,7,2.1,2.8,6.4,16.6,0.7,0.7,1.4,0.1,-1.3,1,-0.3,0.3,1,
Jordan Nwora\nworajo01,SF,22,MIL,26,2,8.8,1.8,4.2,0.44,0.9,2,0.453,0.9,2.2,0.429,0.55,0.7,0.8,0.81,0.2,1.5,1.7,0.3,0.5,0.2,0.8,0.7,5.3,14.7,0.579,0.486,0.193,1.9,17.6,10.1,4.3,2.9,1.9,14.5,25.2,-0.1,0.4,0.3,0.06,-1.6,-0.4,-2,0,1,
Royce O'Neale\onealro01,SF,27,UTA,63,63,31.8,2.4,5.5,0.443,1.5,3.9,0.386,0.9,1.6,0.586,0.581,0.6,0.7,0.857,1.2,5.8,7,2.6,0.8,0.5,1.1,2.7,6.9,9.8,0.601,0.713,0.122,4.2,18.5,11.7,10.3,1.2,1.2,16.5,9.4,2.1,2.9,5,0.121,-1.3,1.7,0.4,1.2,1,
Semi Ojeleye\ojelese01,PF,26,BOS,51,13,17.3,1.6,4,0.397,1.1,2.9,0.381,0.5,1.1,0.439,0.534,0.5,0.6,0.75,0.5,2.1,2.6,0.7,0.3,0,0.4,1.1,4.7,8.2,0.555,0.721,0.157,3.5,13.5,8.5,5.2,0.8,0,8.4,11.6,0.7,0.5,1.2,0.063,-1.5,-1.3,-2.7,-0.2,1,
Jahlil Okafor\okafoja01,C,25,DET,20,0,11.4,2,3.2,0.609,0.1,0.3,0.333,1.9,2.9,0.638,0.625,0.4,0.6,0.667,0.7,1.4,2.1,0.6,0.2,0.2,0.6,1.2,4.4,12.8,0.635,0.094,0.188,6.3,13.8,10,8.4,0.9,1.5,14.8,15.5,0.2,0.2,0.4,0.085,-2.1,-0.8,-2.9,-0.1,1,
Chuma Okeke\okekech01,PF,22,ORL,45,19,25.2,3,7.2,0.417,1.1,3.1,0.348,1.9,4.1,0.47,0.492,0.7,0.9,0.75,0.9,3.1,4,2.2,1.1,0.5,0.8,1.1,7.8,11.8,0.511,0.435,0.123,3.7,13.3,8.3,13.2,2.1,1.8,10,14.5,0.3,1.1,1.4,0.06,-1.8,0.4,-1.4,0.2,1,
Josh Okogie\okogijo01,SG,22,MIN,52,36,21,1.8,4.5,0.399,0.5,1.9,0.273,1.3,2.6,0.493,0.457,1.5,1.8,0.811,1,1.7,2.7,1.1,0.9,0.4,0.7,2.1,5.6,9.3,0.528,0.425,0.408,5.2,8.9,7,7.1,2.1,1.8,11.6,12,0.5,0.7,1.2,0.053,-3.8,0.2,-3.6,-0.4,1,
Onyeka Okongwu\okongon01,C,20,ATL,43,3,11.6,1.7,2.7,0.623,0,0.1,0,1.7,2.6,0.64,0.623,0.7,1.1,0.638,1,1.9,2.9,0.2,0.4,0.7,0.5,2.1,4,14.5,0.639,0.026,0.412,9.8,17.8,13.8,2.9,1.8,5,14.6,13.7,0.7,0.7,1.3,0.129,-3.4,0.8,-2.6,-0.1,1,
Isaac Okoro\okorois01,SG,20,CLE,59,59,31.8,3.1,7.4,0.421,0.8,2.9,0.285,2.3,4.5,0.509,0.477,1.5,2.1,0.73,1,1.9,2.9,1.7,1,0.4,1.3,2.8,8.6,7.4,0.516,0.392,0.278,3.5,6.8,5.1,7.7,1.6,1.1,13.5,13.3,-0.2,1,0.8,0.02,-4.4,-0.7,-5.1,-1.5,1,
KZ Okpala\okpalkz01,PF,21,MIA,33,9,11.8,0.9,2.6,0.341,0.4,1.5,0.25,0.5,1.1,0.459,0.412,0.1,0.3,0.3,0.5,1.3,1.8,0.5,0.2,0.2,0.4,1.6,2.2,3.7,0.408,0.565,0.118,5.3,12,8.7,5.7,1,2.2,12.7,11.9,-0.4,0.4,-0.1,-0.007,-7,-0.9,-7.9,-0.6,1,
Victor Oladipo\oladivi01,SG,28,TOT,33,33,32.7,7.1,17.5,0.408,2.4,7.2,0.326,4.8,10.2,0.466,0.476,3.2,4.2,0.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5,19.8,14.5,0.512,0.415,0.24,1.2,15.1,8,23.1,2,1.2,11.5,28.5,-0.6,1.1,0.5,0.021,-0.6,-0.9,-1.5,0.1,1,
Victor Oladipo\oladivi01,SG,28,IND,9,9,33.3,7.1,16.9,0.421,2.8,7.7,0.362,4.3,9.2,0.47,0.503,3,4.1,0.73,0.1,5.6,5.7,4.2,1.7,0.2,2,2.6,20,15.6,0.535,0.454,0.243,0.4,18,9.2,18.9,2.4,0.5,9.7,26.5,0.1,0.4,0.4,0.065,1.5,-0.8,0.6,0.2,1,
Victor Oladipo\oladivi01,SG,28,HOU,20,20,33.5,7.8,19.1,0.407,2.5,7.7,0.32,5.3,11.4,0.465,0.471,3.3,4.2,0.783,0.4,4.4,4.8,5,1.2,0.5,2.6,2.3,21.2,15,0.508,0.402,0.218,1.2,14.4,7.5,25.6,1.7,1.3,10.9,29.8,-0.3,0.5,0.2,0.015,-0.3,-0.7,-1,0.2,1,
Victor Oladipo\oladivi01,SG,28,MIA,4,4,27.8,4,10.8,0.372,1,4.3,0.235,3,6.5,0.462,0.419,3,4.5,0.667,0.8,2.8,3.5,3.5,1.8,0.5,3.5,3.3,12,8.1,0.471,0.395,0.419,3.1,11,7.2,19.2,3.1,1.9,21.6,26.4,-0.3,0.2,-0.1,-0.059,-8.1,-2,-10.1,-0.2,1,
Kelly Olynyk\olynyke01,C-PF,29,TOT,64,56,28.4,4.7,9.7,0.487,1.8,5.3,0.334,2.9,4.3,0.675,0.579,1.5,1.8,0.831,1.2,5.6,6.8,2.5,1.1,0.6,1.7,2.9,12.7,15.3,0.608,0.552,0.191,4.7,22,13.3,13.8,1.8,2,13.9,18.8,1.8,2.5,4.2,0.112,-0.3,0.8,0.5,1.2,1,
Kelly Olynyk\olynyke01,C,29,MIA,43,38,26.9,3.8,8.7,0.431,1.8,5.7,0.317,2,3.1,0.639,0.533,0.7,0.9,0.775,1,5,6.1,2.1,0.9,0.6,1.3,2.9,10,12.1,0.549,0.646,0.106,4.4,20.9,12.8,11.9,1.7,2.4,12.3,17.5,0.2,1.7,1.9,0.08,-1.6,0.7,-0.9,0.3,1,
