Player,Pos,Age,Team,Games,Gms_started,MinPerG,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,eFG_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB_pct,DRB_pct,TRB_pct,AST_pct,STL_pct,BLK_pct,TOV_pct,USG,OWS,DWS,WS,WSp48,OBPM,DBPM,BPM,VORP,Intercept,mvp score
Marcus Smart\smartma01,PG,27,BOS,71,71,32.3,4.2,10.1,0.418,1.7,5.1,0.331,2.5,5,0.506,0.501,2,2.5,0.793,0.6,3.2,3.8,5.9,1.7,0.3,2.2,2.3,12.1,13.6,0.54,0.501,0.249,2,10.5,6.4,25.6,2.6,0.7,16.6,18.3,1.9,3.7,5.6,0.116,-1.2,1.7,0.5,1.5,1,
Isaiah Stewart\stewais01,C,20,DET,71,71,25.6,3.5,6.9,0.51,0.2,0.6,0.326,3.3,6.3,0.529,0.526,1,1.5,0.718,3.2,5.5,8.7,1.2,0.3,1.1,1.2,3,8.3,14,0.55,0.094,0.21,12.8,24.5,18.4,6.9,0.6,3.9,13.7,14.6,1.6,1.8,3.4,0.091,-2.5,-0.8,-3.3,-0.6,1,
Jalen Suggs\suggsja01,PG,20,ORL,48,45,27.2,4.1,11.4,0.361,0.9,4.1,0.214,3.3,7.3,0.443,0.4,2.6,3.4,0.773,0.5,3,3.6,4.4,1.2,0.4,3,3,11.8,8.6,0.455,0.358,0.297,2.1,11.7,6.9,24.9,2.2,1.3,18.7,25.3,-3,1.3,-1.6,-0.06,-5.3,-0.2,-5.6,-1.2,1,
Jae'Sean Tate\tateja01,SF,26,HOU,78,77,26.4,4.7,9.3,0.498,0.8,2.6,0.312,3.8,6.8,0.569,0.541,1.7,2.4,0.707,1.7,3.7,5.4,2.8,0.9,0.5,1.8,3.7,11.8,14.3,0.567,0.277,0.252,7.2,15.3,11.2,16.9,1.7,1.8,14.6,19.6,1.9,1.1,3,0.071,-1.3,-0.5,-1.8,0.1,1,
Jayson Tatum\tatumja01,SF,23,BOS,76,76,35.9,9.3,20.6,0.453,3,8.6,0.353,6.3,12,0.524,0.526,5.3,6.2,0.853,1.1,6.9,8,4.4,1,0.6,2.9,2.3,26.9,21.8,0.578,0.416,0.3,3.5,20.2,12.1,21.1,1.4,1.6,10.9,32.1,5,4.6,9.6,0.169,4.3,0.6,4.9,4.8,1,
Daniel Theis\theisda01,C,29,TOT,47,27,20.8,3.2,6.2,0.519,0.7,2.3,0.308,2.5,3.9,0.641,0.576,1,1.5,0.681,1.3,3.6,4.9,0.9,0.4,0.7,1,2.4,8.2,13.2,0.595,0.368,0.247,6.6,18.8,12.7,6.3,1,2.9,12.5,16.2,0.9,1,1.9,0.093,-1.9,-0.2,-2.1,0,1,
Daniel Theis\theisda01,C,29,HOU,26,21,22.5,3.2,6.9,0.469,0.9,3,0.291,2.3,3.8,0.61,0.534,1,1.5,0.675,1.2,3.8,5,0.8,0.4,0.7,1.2,2.4,8.4,10.7,0.554,0.441,0.223,6,18.5,12.2,5.1,0.9,2.6,13.6,16.5,0.1,0.3,0.3,0.028,-2.6,-0.9,-3.4,-0.2,1,
Klay Thompson\thompkl01,SG,31,GSW,32,32,29.4,7.7,17.9,0.429,3.6,9.3,0.385,4.1,8.7,0.477,0.529,1.4,1.6,0.902,0.5,3.4,3.9,2.8,0.5,0.5,1.3,1.7,20.4,16.7,0.547,0.517,0.089,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,0.6,1.2,1.8,0.091,2.6,-1.6,1.1,0.7,1,
Matisse Thybulle\thybuma01,SG,24,PHI,66,50,25.5,2.3,4.5,0.5,0.7,2.2,0.313,1.6,2.4,0.673,0.575,0.5,0.7,0.791,0.6,1.7,2.3,1.1,1.7,1.1,0.6,2.4,5.7,11.2,0.594,0.48,0.143,2.8,7.1,5,6.1,3.4,3.8,10.9,9.5,1.2,2.5,3.7,0.107,-2.2,3.3,1.1,1.3,1,
Karl-Anthony Towns\townska01,C,26,MIN,74,74,33.5,8.7,16.4,0.529,2,4.9,0.41,6.6,11.5,0.58,0.591,5.2,6.3,0.822,2.6,7.2,9.8,3.6,1,1.1,3.1,3.6,24.6,24.1,0.64,0.301,0.385,8.2,23.6,15.7,18,1.4,3.2,13.7,27.8,7.1,3.2,10.3,0.199,4.5,0.5,5,4.4,1,
Gary Trent Jr.\trentga02,SG,23,TOR,70,69,35,6.4,15.5,0.414,3,7.8,0.383,3.4,7.7,0.445,0.511,2.5,2.9,0.853,0.4,2.4,2.7,2,1.7,0.3,1,2.1,18.3,14.7,0.546,0.502,0.188,1.1,7.7,4.2,8.8,2.5,0.8,5.8,21.8,3.1,2.5,5.6,0.11,-0.1,0.3,0.2,1.3,1,
P.J. Tucker\tuckepj01,PF,36,MIA,71,70,27.9,2.9,6,0.484,1.1,2.7,0.415,1.8,3.3,0.54,0.577,0.6,0.9,0.738,1.4,4,5.5,2.1,0.8,0.2,0.9,2.3,7.6,11.3,0.593,0.451,0.143,5.8,16.2,11.1,10.6,1.5,0.8,12.7,11.7,2.4,2.6,5,0.121,-0.8,1.4,0.6,1.3,1,
Myles Turner\turnemy01,C,25,IND,42,42,29.4,4.8,9.4,0.509,1.5,4.4,0.333,3.3,5,0.662,0.587,1.9,2.5,0.752,1.5,5.5,7.1,1,0.7,2.8,1.3,2.8,12.9,17.4,0.615,0.466,0.267,5.8,21.3,13.4,5.1,1.1,8.3,10.9,17.1,1.7,1.4,3.1,0.12,0.1,1.4,1.4,1.1,1,
Jonas Valan?i?nas\valanjo01,C,29,NOP,74,74,30.3,6.9,12.7,0.544,0.8,2.1,0.361,6.1,10.5,0.581,0.574,3.2,3.9,0.82,3.1,8.3,11.4,2.6,0.6,0.8,2.4,3.3,17.8,21.2,0.617,0.168,0.308,10.9,31.2,20.8,14,0.9,2.6,14.4,23.8,4.6,2.7,7.3,0.156,2,-0.1,1.9,2.2,1,
Jarred Vanderbilt\vandeja01,PF,22,MIN,74,67,25.4,2.9,4.9,0.587,0,0.2,0.143,2.8,4.7,0.605,0.59,1.2,1.8,0.656,2.9,5.5,8.4,1.3,1.3,0.6,1,2.4,6.9,15.3,0.612,0.039,0.363,12,23.9,17.8,6.7,2.5,2.4,14.8,10.9,3.1,2.9,6,0.153,-0.8,1,0.2,1.1,1,
Fred VanVleet\vanvlfr01,PG,27,TOR,65,65,37.9,6.8,16.9,0.403,3.7,9.9,0.377,3.1,7,0.44,0.513,3,3.4,0.874,0.7,3.8,4.4,6.7,1.7,0.5,2.6,2.5,20.3,17.3,0.552,0.585,0.202,1.8,11.4,6.4,26.7,2.3,1.4,12.5,23.7,3.9,2.8,6.7,0.131,3.1,0.5,3.6,3.5,1,
Devin Vassell\vassede01,SF,21,SAS,71,32,27.3,4.6,10.8,0.427,1.9,5.4,0.361,2.7,5.4,0.492,0.516,1.2,1.4,0.838,0.6,3.7,4.3,1.9,1.1,0.6,0.8,2,12.3,13.3,0.54,0.497,0.13,2.4,14.3,8.3,9.7,1.9,1.8,6.7,18.9,1.3,2,3.3,0.082,-0.5,0,-0.5,0.7,1,
Gabe Vincent\vincega01,PG,25,MIA,68,27,23.4,3.1,7.5,0.417,1.8,4.8,0.368,1.4,2.8,0.5,0.533,0.6,0.8,0.815,0.3,1.5,1.9,3.1,0.9,0.2,1.4,2.3,8.7,10.6,0.551,0.63,0.105,1.6,7.3,4.5,19.4,2,0.8,15.4,17.8,0.7,1.9,2.5,0.076,-1.9,0.5,-1.4,0.2,1,
Nikola Vu?evi?\vucevni01,C,31,CHI,73,73,33.1,7.5,15.8,0.473,1.4,4.5,0.314,6.1,11.3,0.537,0.518,1.3,1.7,0.76,1.9,9.1,11,3.2,1,1,1.9,2.5,17.6,18.2,0.533,0.287,0.105,6.6,30.7,18.7,15.2,1.4,2.5,10.1,24.5,1.4,3.2,4.5,0.09,0.8,0.1,0.9,1.8,1,
Dean Wade\wadede01,PF,25,CLE,51,28,19.2,1.9,4.3,0.456,1,2.8,0.359,0.9,1.5,0.64,0.574,0.4,0.6,0.667,0.6,2.3,2.9,1,0.6,0.1,0.3,1.7,5.3,10.1,0.584,0.654,0.138,3.6,13.1,8.5,7.3,1.5,0.6,6.5,11.1,1.1,1.1,2.3,0.111,-1.9,1.3,-0.6,0.4,1,
Franz Wagner\wagnefr01,SF,20,ORL,79,79,30.7,5.8,12.3,0.468,1.2,3.4,0.354,4.6,8.9,0.511,0.517,2.4,2.8,0.863,1.1,3.4,4.5,2.9,0.9,0.4,1.5,2.1,15.2,14.7,0.559,0.278,0.225,3.6,11.9,7.7,15.7,1.4,1.3,10,21.2,2.1,1.9,4,0.079,-0.4,-0.3,-0.7,0.8,1,
Kemba Walker\walkeke02,PG,31,NYK,37,37,25.6,4,10,0.403,2,5.4,0.367,2.1,4.6,0.444,0.501,1.6,1.9,0.845,0.4,2.6,3,3.5,0.7,0.2,1.3,1,11.6,13.9,0.537,0.538,0.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,1,0.9,1.8,0.093,0.7,-0.2,0.4,0.6,1,
P.J. Washington\washipj01,PF,23,CHO,65,28,27.2,3.8,8.2,0.47,1.7,4.6,0.365,2.2,3.6,0.606,0.573,0.9,1.2,0.716,1.3,3.9,5.2,2.3,0.9,0.9,1.3,2.3,10.3,13.6,0.588,0.566,0.152,4.8,15.5,10.1,11.2,1.5,3.3,12.6,15.6,1.8,1.6,3.4,0.091,-0.2,0.2,-0.1,0.9,1,
Russell Westbrook\westbru01,PG,33,LAL,78,78,34.3,7,15.8,0.444,1,3.4,0.298,6,12.4,0.485,0.476,3.4,5.1,0.667,1.4,6,7.4,7.1,1,0.3,3.8,3,18.5,15,0.512,0.215,0.324,4.4,18.8,11.6,31.6,1.3,0.7,17.3,27.3,-0.6,2.3,1.7,0.03,-0.7,-0.9,-1.6,0.2,1,
Derrick White\whitede01,SG,27,TOT,75,52,29.3,4.5,10.7,0.421,1.5,4.9,0.312,3,5.7,0.515,0.493,2.7,3.1,0.864,0.5,3,3.5,4.9,0.9,0.8,1.6,2.3,13.2,14.8,0.549,0.461,0.294,1.8,10.7,6.3,22.9,1.4,2.3,11.6,19.9,2.8,2.3,5.1,0.111,0.4,0.6,0.9,1.6,1,
Derrick White\whitede01,SG,27,SAS,49,48,30.3,5,11.6,0.426,1.7,5.3,0.314,3.3,6.4,0.519,0.497,2.8,3.3,0.869,0.5,3,3.5,5.6,1,0.9,1.8,2.4,14.4,15.7,0.551,0.453,0.281,1.8,10.5,6.1,25.2,1.6,2.4,12,20.7,2,1.3,3.3,0.107,1.2,0.6,1.8,1.4,1,
Aaron Wiggins\wiggiaa01,SG,23,OKC,50,35,24.2,3.1,6.7,0.463,0.8,2.8,0.304,2.3,4,0.573,0.525,1.2,1.7,0.729,1,2.5,3.6,1.4,0.6,0.2,1.1,1.9,8.3,10.3,0.556,0.409,0.252,4.3,11,7.6,8.5,1.2,0.8,12.6,15.3,0.5,0.8,1.2,0.048,-3.4,-0.9,-4.3,-0.7,1,
Andrew Wiggins\wiggian01,SF,26,GSW,73,73,31.9,6.5,14,0.466,2.2,5.5,0.393,4.4,8.5,0.513,0.543,2,3.2,0.634,1.2,3.3,4.5,2.2,1,0.7,1.5,2.2,17.2,15,0.56,0.392,0.231,4.1,10.9,7.6,10.8,1.6,2.1,9,23.1,1.8,3.4,5.1,0.105,0.3,0.1,0.4,1.4,1,
Grant Williams\willigr01,PF,23,BOS,77,21,24.4,2.7,5.6,0.475,1.4,3.4,0.411,1.3,2.3,0.569,0.597,1.1,1.2,0.905,0.8,2.7,3.6,1,0.5,0.7,0.8,2.4,7.8,11.2,0.635,0.597,0.22,3.8,11.8,7.9,5.7,1,2.8,11.6,12.6,2.4,2.6,5.1,0.13,-1.4,1.1,-0.4,0.8,1,
Robert Williams\williro04,C,24,BOS,61,61,29.6,4.4,6,0.736,0,0,0,4.4,6,0.738,0.736,1.1,1.5,0.722,3.9,5.7,9.6,2,0.9,2.2,1,2.2,10,22.1,0.745,0.003,0.245,14.6,20.5,17.6,9.7,1.5,6.8,13.4,11.5,6,3.9,9.9,0.262,2.4,3.1,5.5,3.4,1,
Ziaire Williams\willizi02,SF,20,MEM,62,31,21.7,3.1,6.8,0.45,1.2,3.9,0.314,1.9,2.9,0.632,0.54,0.7,0.9,0.782,0.4,1.7,2.1,1,0.6,0.2,0.7,1.8,8.1,9.7,0.559,0.571,0.13,2,8.2,5,6.3,1.2,0.8,8.4,14.9,1.1,1.1,2.2,0.08,-2.4,-0.6,-3,-0.3,1,
Christian Wood\woodch01,C,26,HOU,68,67,30.8,6.5,12.9,0.501,1.9,4.9,0.39,4.5,8,0.57,0.576,3,4.9,0.623,1.6,8.5,10.1,2.3,0.8,1,1.9,2.5,17.9,19.1,0.595,0.383,0.378,5.7,30.4,18,12.2,1.2,2.8,11,23.3,2.9,2,4.9,0.112,2.1,-0.4,1.6,1.9,1,
Trae Young\youngtr01,PG,23,ATL,76,76,34.9,9.4,20.3,0.46,3.1,8,0.382,6.3,12.3,0.512,0.536,6.6,7.3,0.904,0.7,3.1,3.7,9.7,0.9,0.1,4,1.7,28.4,25.4,0.603,0.395,0.358,2.1,9.6,5.9,46.7,1.3,0.2,14.5,34.4,9,1,10,0.181,7.1,-2,5.2,4.8,1,
Ivica Zubac\zubaciv01,C,24,LAC,76,76,24.4,4.1,6.5,0.626,0,0,,4.1,6.5,0.626,0.626,2.2,3,0.727,2.9,5.6,8.5,1.6,0.5,1,1.5,2.7,10.3,19.2,0.66,0,0.459,12.8,23.7,18.4,9.8,1,3.5,16.1,16.8,4.3,2.9,7.2,0.187,-0.1,0.8,0.7,1.3,1,
